,Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Last_Update,url,status,Vgchartzscore,img_url,Global_Total,Summary
10,2011,Your Shape: Fitness Evolved 2012,your-shape-fitness-evolved-2012,Sports,E,X360,Ubisoft,Ubisoft Montreal,,,,0.0,1.16,0.7,0.36,,0.1,2011.0,,http://www.vgchartz.com/game/51830/your-shape-fitness-evolved-2012/?region=All,1,,/games/boxart/full_your-shape-fitness-evolved-2012_390AmericaFront.jpg,1.16,"Your Shape Fitness Evolved 2012 is the new sequel to Your Shape: Fitness  Evolved, the #1 fitness game on Kinect. Exercise your way with a  customizable, social and fun experience that delivers serious results.  As one of the most extensive fitness offerings on the market, Your Shape  includes over 90 hours of activities. Your Shape provides an even wider  array of activities to suit your tastes and fitness goals, including  zen classes, latin dance and boot camp. The state-of-the-art motion  tracking has been pushed to the next level with brand-new floor  movements and an enhanced feedback system that guides you on how to  improve your technique and results.FEATURES

WHERE FITNESS AND MAGIC MEET – Your Shape will take players into a  stimulating world showcasing an array of captivating visual effects and  an environment that will transform as their workouts evolve in the game.  The improved player projection will allow players to see themselves in  the Your Shape universe and keep a close eye on their workouts.

FITNESS YOUR WAY – You choose how you want to play! Do you want a  personal trainer to help meet your set fitness goals? Or do you want to  focus on a specific muscle group? You can also build a program around  the time you have to work out. 

A WORLD OF FITNESS IN YOUR LIVING ROOM – Your Shape contains  activities for everyone and anyone. Players will be able to try new  workout routines such as Latin, Hip-hop, Pop, African and Bollywood.  There’s a broad selection of classes and games available, including Zen,  Kick Boxing, Boot Camp and Jump Rope. A new and unique feature called  Run the World will enable players to run virtually through the streets  of New York, Paris or London and enjoy the environment.

BEST-IN-CLASS TRACKING NOW WITH NEW FLOOR MOVES – With an enhanced  feedback system, players can now get feedback on how to improve their  technique and results. With this recent technology, Your Shape now  tracks floor movements, allowing new activities such as push-ups and  sit-ups.

MONITOR YOUR PROGRESS AND CHALLENGE YOUR FRIENDS – Using Your Shape  Center, players can monitor their progress, challenge their friends and  see how they rank against players from across the world. They can also  share their achievements on Facebook or keep in shape using Your Shape  mobile applications. With hundreds of millions of calories already  burned, our goal is for the community to burn 1 billion calories  collectively by the end of 2012.

 
Ubisoft "
11,2012,MLB The Show 17,mlb-the-show-17,Sports,E,PS4,Sony Interactive Entertainment,SIE San Diego Studio,,,,0.0,1.16,0.94,,,0.22,2017.0,17th Sep 18,http://www.vgchartz.com/game/141657/mlb-the-show-17/?region=All,1,,/games/boxart/full_9928591AmericaFrontccc.jpg,1.16,"The Show, your baseball story
MLB The Show 17 delivers the most realistic and personal baseball gaming experience on consoles. This year The Show offers exciting gameplay improvements and a greater ability to personalize your baseball experience.
Source: playstation.com "
12,2013,Mirror's Edge,mirrors-edge,Platform,T,X360,Electronic Arts,EA Digital Illusions CE,,7.6,,0.0,1.16,0.51,0.51,0.01,0.12,2008.0,25th Mar 19,http://www.vgchartz.com/game/21686/mirrors-edge/?region=All,1,8.3,/games/boxart/full_9393461AmericaFrontccc.jpg,1.16,"In a city where information is heavily monitored, agile couriers called Runners transport sensitive data away from prying eyes.
In this seemingly utopian paradise, a crime has been committed, your sister has been framed and now you are being hunted. You are a Runner called Faith - and this innovative first-person action-adventure is your story.
Mirror’s Edge delivers you straight into the shoes of this unique heroine as she traverses the vertigo-inducing cityscape, engaging in intense combat and fast paced chases. With a never before seen sense of movement and perspective, you will be drawn into Faith’s world. A world that is visceral, immediate, and very dangerous. Live or die? Soar or plummet? One thing is certain, in this city you will learn how to run.
From the makers of the groundbreaking Battlefield franchise, Mirror’s Edge is an action-adventure experience unlike any other. "
13,2014,NASCAR Thunder 2002,nascar-thunder-2002,Racing,E,PS2,EA Sports,EA Tiburon,,,,0.0,1.16,0.57,0.44,,0.15,2001.0,,http://www.vgchartz.com/game/5423/nascar-thunder-2002/?region=All,1,,/games/boxart/full_8267415AmericaFrontccc.jpg,1.16,"NACSAR Thunder 2002 roars onto your PlayStation 2 with a revolutionary graphics engine from the developers of Madden 2001. For the first time ever, race all the tracks, cars and stars from the exhilarating world of NASCAR and create your own legendary champion.

The most drivers--over 60 drivers from the 2001 season, including every active NASCAR star, rookie, and veteran
All the NASCAR tracks and manufacturers--race all 23 tracks, including the new Chicagoland and Kansas City Speedway venues. Race a Pontiac, Chevrolet, Ford, or even Dodge racing machine
New graphic horsepower--with an ultra-fast new rendering engine, EA Sports ups the ante with a full field of cars on the track. Cars dent and crumple as they collide, car parts fly off and strike other cars, and smoke and oil flares blaze up in your view
New Career mode--Race for the championship over multiple seasons. Choose a manufacturer, paint the car, then earn offers and sponsorships based on performance. Use winnings to equip the crew and car, increasing horsepower, handling, and pit crew performance
New easy-play features--novice drivers can hit the track without hitting the wall by using driving aids designed to assist acceleration, braking, and stability until they're ready for the next level


Supports the Logitech DRIVING FORCE WHEEL.
us.playstation.com "
14,2015,Jet Force Gemini,jet-force-gemini,Shooter,T,N64,Rare,Rare Ltd.,,8.1,,1.16,0.0,,,,,1999.0,,http://www.vgchartz.com/game/1072/jet-force-gemini/?region=All,1,,/games/boxart/5417973ccc.jpg,1.16,"One of the more difficult gaming experiences to be had for Nintendo 64, Rare's Jet Force Gemini is a third-person 3D action-shooter set to the backdrop of an entire galaxy in a war engulfed future. Players control Juno, Vela and Lupus the dog through tons of beautiful 3D environments plugging enemy after bloody enemy in order to save groups of kidnapped ""Tribals"" and retrieve spaceship parts. Jet Force Gemini also features a semi-cooperative mode for two-players (one player controls a targeting reticule), and various deathmatch battle options for up to four gamers. Developed and published by UK-based Rare.  "
15,2016,Mario Power Tennis,mario-power-tennis,Sports,E,GC,Nintendo,Camelot Software Planning,,8.1,,1.16,0.0,,,,,2004.0,,http://www.vgchartz.com/game/1263/mario-power-tennis/?region=All,1,,/games/boxart/full_9258843AmericaFrontccc.jpg,1.16,"Power up your tennis game!The Mushroom Kingdom has hosted tennis tournaments before, but never one as explosive as this one! Mario and Co. return to the courts with even more powerful shots and new, character-specific power moves guaranteed to make for absolute tennis lunacy. Throw banana-boomerangs as DK, smack returns with Mario's hammer, and play your way to the top with all your favorite characters!Tennis, Mario-style! Fight off Klaptraps, clean up sludge, fight through Item Battle mode, or play tennis-themed mini-games!Choose wisely! Each character has a defensive and offensive power move that can send foes reeling or retun out-of-reach balls!A game for everyone! With one- to four-player modes available, prepare for mind-blowing multiplayer madness.Be as crazy as you like! Play traditional tournaments, or hit the Gimmick Courts for the wildest matches you've ever seen.*Nintendo - back of box  "
16,2017,Mega Man X,mega-man-x,Platform,,SNES,Capcom,Capcom,,,,1.16,0.0,,,,,1994.0,,http://www.vgchartz.com/game/6342/mega-man-x/?region=All,1,,/games/boxart/full_334521AmericaFrontccc.jpg,1.16,"Near the end of his life, Dr. Light succeeds in creating the first of a new series of robots which will change the world. Able to think and make decisions, this new robot holds great danger as well as great possibilities. Fearful of the possible consequences of unleashing his creation on the world, Dr. Light decides to seal him in a capsule and test his systems until they are totally reliable. The future will have to decide his fate...
Released from the capsule by Dr. Cain, ""X"" is born into the world of the future where the robot rebellions are a thing of the past. But when Dr. Cain tries to implement Dr. Light's designs into a new series of Reploids, something goes hideously wrong. Now the future lies on the brink of destruction and a new Mega Man must emerge to face Sigma and his forces before the human race is wiped from the planet! "
17,2018,Pokken Tournament DX,pokken-tournament-dx,Fighting,E10,NS,Nintendo,Namco Bandai Games,,8.0,,1.16,0.0,,,,,2017.0,01st Jan 18,http://www.vgchartz.com/game/181422/pokken-tournament-dx/?region=All,1,,/games/boxart/full_8288592AmericaFrontccc.png,1.16,"Take direct control of over 20 prized Battle Pokémon as you unleash a flurry of powerful moves in adrenaline-fuelled matches! Call upon Support Pokémon to assist in the fight, then unleash your Pokémon’s unique Burst Attack as you work your way up the ranks. With Pokkén Tournament DX’s intuitive fighting system, anyone can pick up a Joy-Con and have fun using their favourite Pokémon.
Source: Publisher "
18,2019,Sega Rally Championship,sega-rally-championship,Racing,E,SAT,Sega,Sega-AM3,,,,0.0,1.16,0.21,0.16,0.77,0.02,1995.0,,http://www.vgchartz.com/game/4269/sega-rally-championship/?region=All,1,,/games/boxart/5038202ccc.jpg,1.16,At an incredible 30 frames a second AM#3 delivers the most gruelling driving experience yet! Skill and technique are essential as one or two players navigate their way around four courses of the most arduous terrain ever to soil your living room carpet! 
19,2020,World of Warcraft,world-of-warcraft,MMO,T,PC,Blizzard Entertainment,Blizzard Entertainment,,9.2,8.0,1.16,0.0,,,,,2004.0,22nd Apr 18,http://www.vgchartz.com/game/6529/world-of-warcraft/?region=All,1,,/games/boxart/2497399ccc.jpg,1.16,"As a massively multiplayer online game, World of Warcraft enables thousands of players to come together online and battle against the world and each other. Players from across the globe can leave the real world behind and undertake grand quests and heroic exploits in a land of fantastic adventure. At long last, the world of Azeroth, first glimpsed in Warcraft I and further enhanced in subsequent strategy games, is realized in glorious detail and ready for the arrival of millions of prospective players. So step upon the hallowed shores of this embattled world, and see what journeys await for those who would plumb this ancient realm's many secrets. A Familiar World
World of Warcraft draws heavily upon the lore of the Warcraft universe. Long-time fans of the Warcraft games are finally able to step into the world from a player's perspective, and experience the universe firsthand. People, places, and units from the strategy games are finally brought to life in World of Warcraft.
You can visit such places as the Burning Steppes, where Grom Hellscream fell in battle against the demon lord Mannaroth, and Ironforge, where the dwarves make their home below the mountain. Legendary heroes, such as Thrall, Cairne Bloodhoof, and King Magni Bronzebeard, are also in the game, presiding over their respective peoples as leaders in their race's capitals.
Guards in the human city of Stormwind look just like footmen from Warcraft III, peasants in the human town of Hillsbrad look exactly like their counterparts in the strategy games, and orc peons shuffle about the farms of Go'Shek in the Arathi Highlands. Night elf players can even see gargantuan Ancient Protectors patrolling the elven lands of Teldrassil, while a towering Ancient of War waits to greet all visitors to Darnassus.
Added by yours truly kirby007
Trimmed because it was too long by zexen
"
20,2021,Yu-Gi-Oh! The Sacred Cards (American and Others sales),yu-gi-oh-the-sacred-cards-american-and-others-sales,Role-Playing,E,GBA,Konami,Konami,,,,0.0,1.16,0.84,0.27,,0.05,2003.0,,http://www.vgchartz.com/game/6548/yu-gi-oh-the-sacred-cards-american-and-others-sales/?region=All,1,,/games/boxart/3928132ccc.jpg,1.16, 
21,2022,Test Drive: Off Road,test-drive-off-road,Racing,E,PS,Accolade,Motivetime,,,,0.0,1.16,0.65,0.44,,0.08,1997.0,,http://www.vgchartz.com/game/2368/test-drive-off-road/?region=All,1,,/games/boxart/full_1852617AmericaFrontccc.jpg,1.16, 
22,2023,Medal of Honor Heroes 2,medal-of-honor-heroes-2,Shooter,T,PSP,Electronic Arts,Team Fusion,,6.6,,0.0,1.16,0.5,0.39,0.02,0.25,2007.0,,http://www.vgchartz.com/game/12748/medal-of-honor-heroes-2/?region=All,1,,/games/boxart/3078371ccc.jpg,1.16,"It’s June 6th, 1944, and the war is in your hands. Step into the boots of OSS Operative John Berg and infiltrate Normandy from behind enemy lines to undermine the Nazi regime. On both the Wii and PSP system, choose to tackle all-new missions in traditional single player campaign or engage in massive, 32-player online, continuous-joining multiplayer battles where you can jump into the battle at any time! The Wii version also features full support of the Wii Zapper (name not final), allowing for a more immersive WWII experience than ever.In addition to a fully-fledged single player campaign, Medal of Honor Heroes 2 also features an all-new mode designed specifically for the Wii that simplifies gameplay for players of all skill levels for easy pick-up-and-play action. This mode plays like an old-school rail shooter — the Wii moves you around, while you do your part—taking enemies out and achieving objectives. For the PSP, Medal of Honor Heroes 2 will deliver the most comprehensive shooter experience to date on the PSP, with robust single player campaign and on-the-go 32-player multiplayer capability that allows you to battle it out, anytime and anywhere. "
23,2024,Spore,spore,Strategy,E10,PC,Electronic Arts,Maxis,,7.0,,0.0,1.16,0.03,1.06,,0.07,2008.0,,http://www.vgchartz.com/game/14151/spore/?region=All,1,,/games/boxart/1049035ccc.jpg,1.16,"Spore is your own personal universe. You can create and evolve life, establish tribes, build civilisations, sculpt worlds, and explore the cosmos.  Spore is made up of five games, each corresponding to a stage of evolution: Cell, Creature, Tribe, Civilisation, and Space. Each stage presents different challenges and goals.
CREATE Your Universe from Microscopic to Macrocosmic - From tide pool amoebas to thriving civilisations to intergalactic starships, everything is in your hands.
EVOLVE Your Creature through Five Phases - It’s survival of the funnest as your choices reverberate through generations and ultimately decide the fate of your civilisation.
EXPLORE Other Players’ Galaxies - Will your creature rule the universe, or will your beloved planet be blasted to smithereens by a superior alien race?
SHARE with the World - Everything you make is shared with other players and vice versa, providing tons of cool creatures to meet and cool places to visit.
source:EA "
24,2025,FIFA Soccer 10,fifa-soccer-10,Sports,E,PSP,EA Sports,EA Canada,,7.9,,0.0,1.16,0.16,0.68,0.01,0.31,2009.0,,http://www.vgchartz.com/game/35496/fifa-soccer-10/?region=All,1,,/games/boxart/full_1875554AmericaFrontccc.jpg,1.16,"On the heels of winning 25 international gaming awards with FIFA Soccer 09, the top-selling soccer franchise from EA SPORTS™ is surpassed with FIFA Soccer 10. Responding to consumer feedback from more than 275 million online games played, FIFA Soccer 10 refines an already potent game engine, focusing on what matter most to fans.
 
An advanced FIFA Soccer 10 features core gameplay refinements based on responsiveness and intelligence, plus a completely overhauled Manager Mode that includes more than 50 major improvements. These enhancements and more deliver a new standard for authenticity, as FIFA Soccer 10 continues to set the benchmark in both innovations and gameplay as the most complete simulation of soccer.
 
On the pitch, critical gameplay fundamentals have been enhanced to ensure that FIFA Soccer 10 mirrors real-world soccer, providing more sophisticated ball control, and physical interaction. On attack, players now analyze space more effectively, curve their runs in an attempt to stay onside, create passing lanes naturally, and drive for more variety in attacking options. On defense, new concepts like position priority enable defenders to multitask so dangerous spaces left open by teammates out of position are covered. Plus, slide tackle targeting, press marking, and better urgency clearance logic provide new options that make defending a tactical skill in FIFA Soccer 10.
 
Three new innovations change the player control experience in FIFA Soccer 10. The first-ever true 360° dribbling system gives players finer control of the ball, enabling them to find spaces between defenders that previously were not possible. Using an all-new animation technology, skilled dribblers now have the ability to face the defender and use highly responsive lateral dribbling to skip past him. An innovative concept called Freedom in Physical Play enables players to perform wider dribble touches and new collision sharing creates a varied, less predictable, and extended fight for possession between the dribbler and a defender.
 
A deeper iteration of the ever-popular Manager Mode features more than 50 major improvements, including new match realism, ultra-realistic player transfers based on multiple decision points, and true-to-life player growth curves.
 
New game modes, and innovations to popular features like Be A Pro, will be revealed in the upcoming months.
-ea.com "
25,2026,Sniper: Ghost Warrior,sniper-ghost-warrior,Shooter,M,X360,City Interactive,City Interactive,,4.3,,0.0,1.16,0.54,0.5,,0.12,2010.0,,http://www.vgchartz.com/game/44424/sniper-ghost-warrior/?region=All,1,,/games/boxart/full_sniper-ghost-warrior_1AmericaFront.jpg,1.16,"Silently stalk to your Area of Operations...
Identify your target...and eliminate them
One Shot; One Kill
The Lation nation of Isla Trueno suffers under a tyrannical ruler and  as Marine sniper Sgt. Tyler Wells, you have been sent on a covert  mission deep into its jungles to aid the rebellion, one head shot at a  time.
Outfitted in a ghillie suit that renders you virtually invisible in  the dense foliage, you must stalk an enermy whose knowledge of the  terrain is superior to yours. Can you deal crippling blows to the  dictatorship as a top ranked sniper?  Are you tough enough to succeed in  a close quarter battle as a member of a hard charging Delta Force  assault team hell-bent on liberating the oppressed nation?
Sniper: Ghost Warrior delivers an extended stealth game play  experience that challenges players with a variety of strategic and  tactical choices that affect how they approach their objectives and  eliminate their targets.
 
Key features in SNIPER Ghost Warrior include:-The most  realistic sniping experience in a video game ever, right down to  managing your breathing for increased accuracy of sniper shots-Enjoy  a fully realistic ballistic system that accounts for bullet trajectory,  including bullet drop and environmental effects such as wind, fog &  rain-Pull off the perfect headshot and watch your bullet strike the enemy with pin-point accuracy in Bullet Cam mode-An  arsenal explosive weaponry is at your disposal. Defend you perimeter  with Claymore mines, demolish enemy outposts with C4 charges and make  silent kills with throwing knives-4 types of sniping rifles: AS50, MSG90, SR25 & SVD Dragunov-A variety of mission types ranging from sniper vs. sniper elimination, real-time tactical assault and fixed machine gun combat-Built on the Chrome™ engine that immerses players in lush jungle and detailed industrial environments
 
Official Website 
 
As a Ghost Warrior, an elite sniper in a highly trained special ops  unit, your unique skills in the art of stalking, target detection,  surveillance and shooting accuracy will determine mission success. The  current government of a US backed small-island nation has been  overthrown by a hostile military regime and your specialized sniping...

Xbox.com "
26,2027,LEGO Star Wars: The Video Game,lego-star-wars-the-video-game,Action,E,XB,Eidos Interactive,Traveller's Tales,,8.0,,0.0,1.16,0.83,0.28,,0.05,2005.0,,http://www.vgchartz.com/game/5265/lego-star-wars-the-video-game/?region=All,1,,/games/boxart/full_244890AmericaFrontccc.jpg,1.16,"The world’s most successful film series meets the world’s most successful toy in the epic video game LEGO® Star Wars®. This brilliantly conceived alliance blends the unique world and designs of LEGO play materials with the unforgettable characters, stories and vehicles of the prequel eras of the Star Wars universe.
Play the most memorable and exhilarating scenes from The Phantom Menace, Attack of the Clones and the forthcoming Episode III Revenge of the Sith including pod racing on Mos Espa, the repelling of the droid onslaught in the Genosian arena and Obi-Wan Kenobi and Qui-Gon’s fatal fight with Darth Maul. Besides controlling the likes of Obi-Wan Kenobi, Yoda, Anakin Skywalker and R2-D2, notorious dark side enemies such as Jango Fett, Darth Maul and Count Dooku appear in thrilling showdowns. As you progress through the game you unlock many new characters including those from the Dark Side, and you must switch between them to solve puzzles using their special abilities.
In addition to a single-player mode, there is a ‘drop in, drop out’ two-player co-operative mode allowing a second player to enter or leave the action whenever they want. There is also a free-play mode where unlocked characters can be played in different scenarios to those of the films. This adds immeasurably to the game’s replayability and there are further incentives to complete the game for budding Jedi Knights in the form of hidden levels and vehicles.
 
Source - www.eidosinteractive.com (publisher) "
