Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Last_Update,url,status,Vgchartzscore,img_url,Global_Total,Summary
17011,Starry * Sky: In Winter - PSP Edition,starry-sky-in-winter-psp-edition,Adventure,,PSP,Asgard,Asgard,,,,0.0,0.03,,,0.03,,2011.0,,http://www.vgchartz.com/game/44538/starry-sky-in-winter-psp-edition/?region=All,1,,/games/boxart/full_starry-sky-in-winter-psp-edition_42JapanFront.jpg,0.03, 
17012,Rush Hour,rush-hour,Racing,E,PS,Psygnosis,Clockwork Games,,,,0.0,0.03,0.02,0.01,,0.0,1997.0,,http://www.vgchartz.com/game/30624/rush-hour/?region=All,1,,/games/boxart/full_7016569AmericaFrontccc.jpg,0.03,"IT'S TIME TO PUT THE PEDAL TO THE METAL AND GET SERIOUS.
This is Rush Hour, where the only thing that matters is pure speed. From Monster Trucks to High Performance vehicles, from the treacherous mountain passes of Italy, to the midnight streets of San Francisco, you're behind the wheel of the world's most incredible 3D racing experience. Beat the clock, or go head-to-head in a made rush to glory.

Genuine vehicle and ambient sound effects, in-game speech, and pumping rock guitar soundtrack.
8 different track locations from around the globe, and more than 15 vehicles to choose from.
3 racing modes - Time Trial, Single Race and Championship.
2 Player spilt-screen racing with full detail.
Authentic 3D environments and state-of-the-art driving dynamics.

 
--Box "
17013,Pro Cast Sports Fishing,pro-cast-sports-fishing,Sports,E,XB,Capcom,Capcom,,,,0.0,0.03,0.02,0.01,,0.0,2003.0,,http://www.vgchartz.com/game/1795/pro-cast-sports-fishing/?region=All,1,,/games/boxart/full_4229650AmericaFrontccc.jpg,0.03,"Get back to nature and experience the struggle of man versus fish in a comprehensive bass-fishing simulation game. Pro Cast Sports Fishing re-creates the in-depth angler strategy involved in landing the biggest fish. Become the top angler in tournament fishing, customize your weather and time settings, and earn points to gather valuable fishing tips and buy the best fishing gear. As you progress, you'll discover hidden secrets that may lead you to the legendary big mouth bass that has spawned fish tales for years. "
17014,Gintama: Banji Oku Chuubu!,gintama-banji-oku-chuubu,Action,,Wii,Namco Bandai,Bandai Namco Games,,,,0.0,0.03,,,0.03,,2007.0,,http://www.vgchartz.com/game/12381/gintama-banji-oku-chuubu/?region=All,1,,/games/boxart/full_7442788JapanFrontccc.jpg,0.03, 
17015,Saka Agari Hurricane Portable,saka-agari-hurricane-portable,Adventure,,PSP,Alchemist,Alchemist,,,,0.0,0.03,,,0.03,,2011.0,,http://www.vgchartz.com/game/50982/saka-agari-hurricane-portable/?region=All,1,,/games/boxart/full_saka-agari-hurricane-portable_455JapanFront.jpg,0.03, 
17016,Negima!? Dream Tactic Yumemiru Otome Princess,negima-dream-tactic-yumemiru-otome-princess,Strategy,,PS2,Konami,Konami,,,,0.0,0.03,,,0.03,,2007.0,,http://www.vgchartz.com/game/3174/negima-dream-tactic-yumemiru-otome-princess/?region=All,1,,/games/boxart/default.jpg,0.03, 
17017,Beast Quest,beast-quest,Action-Adventure,E10,XOne,Maximum Games,Torus Games,,,,0.0,0.03,0.02,,,0.0,2018.0,08th Jan 18,http://www.vgchartz.com/game/220589/beast-quest/?region=All,1,,/games/boxart/full_6609531AmericaFrontccc.jpg,0.03, 
17018,Crows: Burning Edge,crows-burning-edge,Action,,PS4,Namco Bandai Games,Bandai Namco Games,,,,0.0,0.03,,,0.03,,2016.0,20th Sep 18,http://www.vgchartz.com/game/126806/crows-burning-edge/?region=All,1,,/games/boxart/full_7963819JapanFrontccc.jpg,0.03, 
17019,1000 Cooking Recipes from ELLE a table,1000-cooking-recipes-from-elle-a-table,Misc,,DS,Nintendo,Agenda,,,,0.0,0.03,,0.02,,0.0,2010.0,,http://www.vgchartz.com/game/45974/1000-cooking-recipes-from-elletable/?region=All,1,,/games/boxart/full_1000-cooking-recipies-from-elle-a-table_7PALFront.jpg,0.03,"Touch Screen
1000 Cooking Recipes from ELLE à table can be manipulated entirely using the Touch Screen and DS stylus. You can set the Touch Screen according to whether you are left- or right-handed and there is handwriting recognition, allowing you to scribble down notes with ease.
Voice Recognition
Use the in-built Nintendo DS microphone to navigate your recipes while you have your hands full – saying “Continue” or “Go Back” will flip the pages for you.
Outer Camera
You know when you make a perfect-looking dish that it’s almost a shame to eat? Or you want to remind yourself how a prepared meal looks? There’s a solution for both these dilemmas if you have a Nintendo DSi or DSi XL. Just snap a picture of your finished meal using the outer camera and save it to your recipe book. Easy!
Share Recipes
If you’d like to share recipes with your friends and family, Nintendo DS Wireless Communications is the answer! Simply go to “My Book” and select the “Presents” option. You can then choose to “Give a Present” or “Collect a Present”. In order to pass on a recipe, just select the recipe of your choice with the stylus and touch “OK”. Your Nintendo DS will then search out other Nintendo DS systems in the vicinity and your job is done!
http://www.nintendo.co.uk/NOE/en_GB/games/nds/nintendo_ds_features_18416.html "
17020,Evangelion Shin Gekijoban: 3nd Impact,evangelion-shin-gekijoban-3nd-impact,Action,,PSP,Namco Bandai,Grasshopper Manufacture,,,,0.0,0.03,,,0.03,,2011.0,,http://www.vgchartz.com/game/52012/evangelion-shin-gekijoban-3nd-impact/?region=All,1,,/games/boxart/full_evangelion-shin-gekijoban-sound-impact_63JapanFront.jpg,0.03, 
17021,Geometry Wars 3: Dimensions Evolved,geometry-wars-3-dimensions-evolved,Action,,PS4,Activision,Unknown,,,,0.0,0.03,0.02,,,0.01,2016.0,,http://www.vgchartz.com/game/137638/geometry-wars-3-dimensions-evolved/?region=All,1,,/games/boxart/full_9667177AmericaFrontccc.jpg,0.03, 
17022,Dynasty Warriors: Godseekers,dynasty-warriors-godseekers,Strategy,T,PSV,Tecmo Koei,Omega Force,,,,0.0,0.03,,,0.03,,2017.0,31st Dec 17,http://www.vgchartz.com/game/111592/dynasty-warriors-godseekers/?region=All,1,,/games/boxart/full_7797817JapanFrontccc.png,0.03, 
17023,Dakar 2: The World's Ultimate Rally,dakar-2-the-worlds-ultimate-rally,Racing,E,GC,Acclaim Entertainment,Acclaim Studios Cheltenham,,,,0.0,0.03,0.02,0.01,,0.0,2003.0,,http://www.vgchartz.com/game/446/dakar-2-the-worlds-ultimate-rally/?region=All,1,,/games/boxart/8596411ccc.jpg,0.03,"The Paris-Dakar Rally famously pits 350 drivers against each other in a gruelling race over 6,500 miles. Participants race a variety of mixed-terrain vehicles including motorcycles, off-road 4X4 trucks and rally cars. Drivers are not only subjected against the fierce competition of several hundred other drivers but also need to battle against the most severe rallying conditions from the vastly challenging terrain and intense climate and weather conditions.
Features:

Exclusive worldwide rights to Dakar: The number-one off-road rally race experience.   
Fully updated licensed vehicle roster for 2003: Monstrous trucks, hard-driving cars, and lightning-quick motorcycles.  
Arcade rally action: Race against the clock, and pull off moves that competitors in the real Dakar Rally wouldn't dare try.   
All-new level of environmental interaction: Including crazed spectators, wild animals, dangerous explosives, and more.   
A dozen massively interactive environments: Including quaint French villas, dense Moroccan forests, vast African deserts, and more.   
Customizable vehicle types: Tweak suspension, tires, and more to create the ultimate off-road racing machine.  
Race-altering vehicle damage: Wreak havoc on unwitting competitors.
 "
17024,NBA 2K7,nba-2k7,Sports,E,XB,2K Sports,Visual Concepts,,8.4,,0.0,0.03,0.02,0.01,,0.0,2006.0,,http://www.vgchartz.com/game/1508/nba-2k7/?region=All,1,,/games/boxart/1283352ccc.jpg,0.03,"Voted best current and next-generation NBA hoops franchise by both press and gamers, NBA 2K7 will continue its legacy of dominance this year on the hard court. With incredible graphics, tight control and a revolutionary shooting game, NBA 2K7 is poised for another run as #1 rated NBA simulation.
Features:

 Be a Sharpshooter - The award winning technical achievement of 2K6 is new and vastly improved. Take complete control of all of your shots with the shot stick.
 Run the Streets - Hit the street courts and showcase your playground game with completely all new streetball mode.
 Virtual Identity Profile - Learn the play style of your friends and foes with the V.I.P. System.
 The Association - Be the GM of your NBA team with the deepest Franchise Mode around.
 The Online Advantage - 2K Sports has the best online play and the most comprehensive online feature set anywhere.

Take 2 "
17025,Auto Modellista,auto-modellista,Racing,E,GC,Capcom,Capcom,,5.9,,0.0,0.03,0.02,0.01,,0.0,2003.0,,http://www.vgchartz.com/game/139/auto-modellista/?region=All,1,,/games/boxart/7255153ccc.jpg,0.03, 
17026,Hanayaka Kana Ware ga Ichizoku Twin Pack,hanayaka-kana-ware-ga-ichizoku-twin-pack,Misc,,PSP,Idea Factory,Idea Factory,,,,0.0,0.03,,,0.03,,2011.0,,http://www.vgchartz.com/game/70302/hanayaka-kana-ware-ga-ichizoku-twin-pack/?region=All,1,,/games/boxart/full_hanayaka-kana-ware-ga-ichizoku-twin-pack_613JapanFront.jpg,0.03, 
17027,Ben 10 (2017),ben-10-2017,Action,E10,XOne,Outright Games,Torus Games,,,,0.0,0.03,0.02,,,0.0,2017.0,21st Jan 19,http://www.vgchartz.com/game/208600/ben-10-2017/?region=All,1,,/games/boxart/full_7465723AmericaFrontccc.jpg,0.03,"Ben 10 takes players on an action-packed adventure through 3 separate episodes of the Ben 10 universe. Play as Ben as he utilises the Omnitrix – a watch that allows  him to transform into 10 different aliens – as he journeys with his  cousin Gwen and Grandpa Max. On their cross-country roadtrip, they’ll  battle giant robots, a homicidal TV hostess and — of course — evil  clowns.

Wield the Omnitrix – Play as eleven completely unique characters, each with their own special powers, strengths and weaknesses.
Action-Packed Combat – Fight evil clowns, goons  dressed as killer bees and robots bent on world domination. Select the  right alien for the situation; Fourarms can smash through strong  opponents, but XLR8 can dash right past them.
It’s Hero Time! – Journey through 3 original  episodes alongside Gwen and Grandpa Max, packed with thrilling action  and the shows trademark humour.

Source: Developer "
17028,Dave Mirra Freestyle BMX 3,dave-mirra-freestyle-bmx-3,Sports,E,GBA,Acclaim Entertainment,Full Fat,,8.0,,0.0,0.03,0.02,0.01,,0.0,2002.0,,http://www.vgchartz.com/game/26724/dave-mirra-freestyle-bmx-3/?region=All,1,,/games/boxart/6229798ccc.jpg,0.03,"Dave Mirra Freestyle BMX 3 is all about big air, grinding rails, riding ramps, jumping gaps and pulling the sickest tricks imaginable.  Dave Mirra Freestyle BMX 3 offers an exciting array of features "
17029,Greg Hastings' Tournament Paintball Max'd,greg-hastings-tournament-paintball-maxd,Shooter,E10,GBA,Activision,Activision Value,,2.2,,0.0,0.03,0.02,0.01,,0.0,2006.0,,http://www.vgchartz.com/game/27029/greg-hastings-tournament-paintball-maxd/?region=All,1,,/games/boxart/full_9951010AmericaFrontccc.jpg,0.03,"GHTP MAX'D catapults the No.1 selling extreme sport FPS paintball video game to a whole new level. Building on the adrenaline-pumping speed and the recognized innovative action gameplay of the original GHTP, Max'd brings you new gameplay features never before seen in the FPS genre. So re-check your marker and strap on your gear - in GHTP MAX'D you Play For Real.
Activision "
17030,Eco Creatures: Save The Forest,eco-creatures-save-the-forest,Adventure,E,DS,Majesco,"Lightweight Co.,Ltd.",,,,0.0,0.03,0.03,,,0.0,2008.0,,http://www.vgchartz.com/game/14568/eco-creatures-save-the-forest/?region=All,1,,/games/boxart/full_967182AmericaFrontccc.jpg,0.03,"At the foot of Mana Mountain is the naturally beautiful Mana Woods.        Animals, spirits, and wizards once lived peacefully here until the        adjoining kingdom set out to industrialize and destroy the forest. With        the help of an old wizard, an army of woodland creatures and magical        powers, you must conserve and revitalize the woodlands in this unique        real time strategy game for the Nintendo DS.
• The first eco-friendly adventure for the Nintendo DS! Eco Creatures:        Save the Forest promotes awareness of the perils of        over-industrialization, deforestation, pollution, extinction and global        warming, as well as their effects on various life forms
• Use the Touch Screen to control magical powers and units of woodland        creatures with ease and precision
• Employ woodland creatures to strategically protect the woods and        recover the polluted land. Each creature type has different abilities:        Ecolis grow trees, Ecoby build bridges and swim, and Ecomon move objects        and fly
• Manage your powers and creatures wisely in a robust single player        experience filled with more than 40 challenging missions
• Nurture your woodland creatures to help them evolve and learn new        abilities so they can better assist your environmental missions
• Plant new trees to prevent deforestation of the woods, earn power-ups        that grant enhanced or new abilities, and grow your army of creatures
• Choose between an enormous array of strategies to defend your homeland        from enemies and bosses like the evil Mecha Army
• Play with friends through local ad-hoc connections or via Wi-Fi        Connection
– 2-4 players can play over a local connection or via game sharing with        1 cartridge
– 2 players can play via Wi-Fi Connection and see where they rank in an        online ranking system
• Land Make feature lets you build your own maps and invite friends to        play in levels you’ve created!

Nintendo "
17031,Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,kintaihi-shounen-no-jiken-kyakusen-eris-gou-no-sangeki,Adventure,,DS,Creative Core,Creative Core,,,,0.0,0.03,,,0.03,,2009.0,,http://www.vgchartz.com/game/36572/kintaihi-shounen-no-jiken-kyakusen-eris-gou-no-sangeki/?region=All,1,,/games/boxart/full_1052515JapanFrontccc.jpg,0.03, 
17032,Dragon Tamer: Sound Spirit,dragon-tamer-sound-spirit,Role-Playing,,DS,Namco Bandai,Bandai Namco Games,,,,0.0,0.03,,,0.03,,2007.0,,http://www.vgchartz.com/game/12628/dragon-tamer-sound-spirit/?region=All,1,,/games/boxart/full_85878JapanFrontccc.jpg,0.03, 
17033,Frogger: Ancient Shadow,frogger-ancient-shadow,Platform,E,XB,Konami,Hudson Soft,,,,0.0,0.03,0.02,0.01,,0.0,2005.0,,http://www.vgchartz.com/game/5137/frogger-ancient-shadow/?region=All,1,,/games/boxart/6210136ccc.jpg,0.03,"
Frogger® is Back to His Classic Beginnings with a Game for the Whole Family! Frogger's home of Firefly Swamp is being overrun by Dr. Wani and his evil plans. Join Frogger in his latest adventure as he explores seven different worlds and tries to restore order to his beloved swamp.

Classic, addictive ""hop and dodge"" gameplay 
Mini games with up to 4 players on all platforms, including wireless play on  thePSP® (PlayStation®Portable) system and Nintendo DS™. 
Over 30 levels of play 
Special bonus - orignial 1981 Frogger arcade game included on all  platforms

Konami
 "
17034,Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,kaizoku-sentai-gokaiger-atsumete-henshin-35-sentai,Action,,DS,Namco Bandai,Namco Bandai,,,,0.0,0.03,,,0.03,,2011.0,,http://www.vgchartz.com/game/70246/kaizoku-sentai-gokaiger-atsumete-henshin-35-sentai/?region=All,1,,/games/boxart/full_kaizoku-sentai-gokaiger-atsumete-henshin-35-sentai_790JapanFront.jpg,0.03, 
17035,God of War III Remastered,god-of-war-iii-remastered,Action,,PS4,Sony Computer Entertainment Europe,SCEA Santa Monica Studio,,,,0.0,0.03,,0.02,,0.0,2015.0,03rd Dec 18,http://www.vgchartz.com/game/85484/god-of-war-iii-remastered/?region=All,1,,/games/boxart/full_7321443PALFrontccc.jpg,0.03, 
17036,Kiniro no Corda 2 f Encore,kiniro-no-corda-2-f-encore,Role-Playing,,PSP,KOEI,Koei,,,,0.0,0.03,,,0.03,,2009.0,,http://www.vgchartz.com/game/36535/kiniro-no-corda-2-f-encore/?region=All,1,,/games/boxart/full_9206325JapanFrontccc.jpg,0.03,"Kiniro no Corda 2 f Encore is an Adventure game, developed and published by Koei,  which was released in Japan in 2009. "
17037,La Pucelle: Ragnarok,la-pucelle-ragnarok,Role-Playing,,PSP,Nippon Ichi Software,Nippon Ichi Software,,,,0.0,0.03,,,0.03,,2009.0,,http://www.vgchartz.com/game/38646/la-pucelle-ragnarok/?region=All,1,,/games/boxart/full_6752732JapanFrontccc.jpg,0.03,"La Pucelle: Ragnarok is a Fantasy Turn-Based Strategy game, developed and published by Nippon Ichi Software,  which was released in Japan in 2009. "
17038,Let's Dance with Mel B,lets-dance-with-mel-b,Sports,,PS3,Black Bean Games,Lightning Fish,,,,0.0,0.03,,0.02,,0.0,2012.0,,http://www.vgchartz.com/game/50804/lets-dance-with-mel-b/?region=All,1,,/games/boxart/full_lets-dance-with-mel-b_859PALFront.jpg,0.03, 
17039,Darius II,darius-ii,Shooter,,SAT,Taito,Taito Corporation,,,,0.0,0.03,,,0.03,,1996.0,,http://www.vgchartz.com/game/3049/darius-ii/?region=All,1,,/games/boxart/full_3624925PALFrontccc.jpg,0.03,"As the Earth's last line of defence, one brave pilot is needed to beat back the alien invasion and safeguard the future of mankind. At the controls of an interstellar battle-craft you must plot your line of attack through a hostile solar system, powering-up your ship at every opportunity to destroy the huge enemies facing you. "
17040,Cossacks: European Wars,cossacks-european-wars,Strategy,T,PC,Strategy First,GSC Game World,,,,0.0,0.03,,0.02,,0.0,2001.0,,http://www.vgchartz.com/game/7416/cossacks-european-wars/?region=All,1,,/games/boxart/full_cossacks-european-wars_5AmericaFront.jpg,0.03,"Cossacks: European Wars takes players back in time to historical events of
16th to 18th Century Europe and immerses them into epic battles with
hundreds, even thousands of units.  Players pick one of sixteen countries
that possess military forces in the infantry, cavalry, artillery and navy
and march them into over 85 large-scale battles, most notably the Thirty
Year War, the English Revolution, the Spanish Succession, and the Seven Year
War. "
17041,Bleach: Soul Carnival 2,bleach-soul-carnival-2,Fighting,,PSP,Sony Computer Entertainment,Eighting,,,,0.0,0.03,,,0.03,,2009.0,,http://www.vgchartz.com/game/40006/bleach-soul-carnival-2/?region=All,1,,/games/boxart/full_8233474JapanFrontccc.jpg,0.03,"Bleach: Soul Carnival 2 is an Action Role-Playing game, developed and published by SCEI,  which was released in Japan in 2009. "
17042,ParaParaParadise,paraparaparadise,Misc,,PS2,Konami,Konami,,,,0.0,0.03,,,0.03,,2001.0,,http://www.vgchartz.com/game/3987/paraparaparadise/?region=All,1,,/games/boxart/full_8978552JapanFrontccc.jpg,0.03,"Para Para Paradise is a Rhythm / Music game, developed by KCEJ and published by Konami,  which was released in Japan in 2001. "
17043,Rugby League Live,rugby-league-live,Sports,,PS3,Home Entertainment Suppliers,Home Entertainment Suppliers,,,,0.0,0.03,,0.02,,0.01,2010.0,,http://www.vgchartz.com/game/46301/rugby-league-live/?region=All,1,,/games/boxart/full_rugby-league-live_0PALFront.jpg,0.03,Rugby League Live brings all the hard hitting action and excitement of the greatest game of all to your lounge room. 
17044,Jack Keane,jack-keane,Adventure,T,PC,Strategy First,DECK13 Interactive,,,,0.0,0.03,,0.02,,0.0,2008.0,10th May 18,http://www.vgchartz.com/game/23881/jack-keane/?region=All,1,,/games/boxart/full_jack-keane_917AmericaFront.jpg,0.03,"Jack Keane – The Seed of Evil
The game is set in the early stages of colonialism and takes place in diverse locations like London, Capetown or the Indian jungle.
Starting in London, Jack has to cope with cruel thugs who want to collect Jack's debt. Jack escapes and by chance receives a dangerous mission from the queen that leads him far into the Indian ocean. Soon, Jack meets a mysterious girl named Amanda, and together they embark upon a wild and adventurous quest on Tooth Island and eventually battle against the evil ""Doctor T"". Will they manage to foil his evil plans and finally save the world?
Key Features
* Wild and action packed point-and-click adventure game
* Enthralling story including many allusions to famous movies and video games
* Humorous dialogues inspired by the classic Lucas Arts adventures Plenty of cinematic movies and cutscenes
* More than 40 wacky characters
* Countless adventurous locations stuffed with interaction
* Suited for both genre beginners and, because of increasing difficulty levels, advanced players
* Two playable characters: The ironic, slightly clumsy daredevil Jack Keane, plus the attractive but mysterious lady, Amanda
* 3D levels presented with state of the art special effects Plenty of diverse locations such as London, Capetown and the Indian jungle
-Kalypsomedia.com "
17045,Tiger & Bunny: On-Air Jack!,tiger-amp-bunny-on-air-jack,Misc,,PSP,Namco Bandai Games,Unknown,,,,0.0,0.03,,,0.03,,2012.0,,http://www.vgchartz.com/game/71017/tiger-amp-bunny-on-air-jack/?region=All,1,,/games/boxart/default.jpg,0.03, 
17046,Eureka Seven AO: Jungfrau no Hanabanatachi,eureka-seven-ao-jungfrau-no-hanabanatachi,Misc,,PS3,Namco Bandai Games,Unknown,,,,0.0,0.03,,,0.03,,2012.0,,http://www.vgchartz.com/game/71015/eureka-seven-ao-jungfrau-no-hanabanatachi/?region=All,1,,/games/boxart/default.jpg,0.03, 
17047,The Settlers II 10th Anniversary,the-settlers-ii-10th-anniversary,Strategy,,PC,Ubisoft,Blue Byte,,,,0.0,0.03,,0.02,,0.0,2006.0,,http://www.vgchartz.com/game/23738/the-settlers-ii-10th-anniversary/?region=All,1,,/games/boxart/2499917ccc.jpg,0.03,"On the 10th anniversary of The SETTLERS II, This new Settlers game will allow PC gamers to revisit the 1996 classic, enhancing the players’ experience with 3D up-to-date graphics and new gameplay additions. An all-new game engine has also been developed exclusively by Ubisoft’s Blue Byte Studio (Germany) in cooperation with Funatics. This engine will generate an interactive 3D environment and charming comic strip look including beautiful fauna and flora. Typical sound and music effects will underline the bustling atmosphere of the game.

Players will have to establish a running economy in a fictitious world based around the 5th century BC. 
The building of streets is essential in the gameplay and the transport system will have to be optimised in order to guarantee the most efficient transportation of goods. 
Main actions will begin from the Headquarters with a choice of 31 different buildings, 25 carriers, 5 military units and 31 goods to use wisely. 
The three original types of population are back in the single player campaign with 10 big missions as well as for numerous additional maps. 
Three nations will be available: Romans, Nubians and Chinese. 
On top of that, The Settlers II – 10th Anniversary will also include a random map generator and multiplayer mode.

Official fact sheet from Ubisoft. "
17048,Gotcha Force,gotcha-force,Shooter,E,GC,Capcom,Capcom,,5.8,,0.0,0.03,0.01,0.0,0.01,0.0,2003.0,,http://www.vgchartz.com/game/879/gotcha-force/?region=All,1,,/games/boxart/9737139ccc.jpg,0.03, 
17049,The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,the-battle-of-yuu-yuu-hakusho-shitou-ankoku-bujutsukai-120,Fighting,,PS2,Banpresto,Dimps Corporation,,,,0.0,0.03,,,0.03,,2007.0,,http://www.vgchartz.com/game/4541/the-battle-of-yuu-yuu-hakusho-shitou-ankoku-bujutsukai-120/?region=All,1,,/games/boxart/full_2807908JapanFrontccc.jpg,0.03, 
