,Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Last_Update,url,status,Vgchartzscore,img_url,Global_Total,Summary
10,12011,Irozuki Tingle no Koi no Balloon Trip,irozuki-tingle-no-koi-no-balloon-trip,Adventure,,DS,Nintendo,Vanpool,,,,0.0,0.11,,,0.11,,2009.0,,http://www.vgchartz.com/game/36142/irozuki-tingle-no-koi-no-balloon-trip/?region=All,1,,/games/boxart/full_5886446JapanFrontccc.jpg,0.11,"The game's storyline starts with an ordinary 35-year-old man who  watches a direct sales program on television.  He orders a book that is  said to make its readers popular among women.  When the man opens the  book, he gets sucked into a picture book world.  In this world, he  becomes Tingle, wearing a green costume.  Tingle meets three characters  that accompany him on his journey to escape the world: Kakashi the scarecrow,  Buriki the robot, and Lion the lion.  These characters are inspired by the Scarecrow, the Tin Woodman, and the Cowardly Lion from The Wonderful  Wizard of Oz, respectively.
The player has to solve many puzzles that require the wise use of  the different abilities of Tingle's three partners. Kakashi lacks  intelligence, but is small and therefore able to get into small places.  Buriki is very intelligent, but heartless, and can cleverly solve  puzzles Tingle's other partners won't be able to do so. The party's last  member, Lion, is more powerful than the other two partners, but  cowardly. Many of the actions in the game are performed via the stylus.  Another central gameplay element is the romantic interaction with five  different female characters. The player has to find the right words  during the dialogues and to give Tingle's love interests the best  fitting items in order to win their favor. This is necessary for  continuing the adventure. In order to complete the game, Tingle must  have some degree of a relationship with all of the girls. Unlike its  predecessor, Color Changing Tingle's Love Balloon Trip is  completely touch screen controlled. "
11,12012,Sakura Dungeon,sakura-dungeon,Role-Playing,,PC,Winged Cloud,Winged Cloud,,,,0.11,0.0,,,,,2016.0,04th Apr 19,http://www.vgchartz.com/game/224236/sakura-dungeon/?region=All,1,,/games/boxart/full_2824468AmericaFrontccc.jpg,0.11, 
12,12013,Sword Art Online: Lost Song,sword-art-online-lost-song,Role-Playing,,PS3,Namco Bandai Games,Namco Bandai Games,,,,0.0,0.11,,,0.11,,2015.0,,http://www.vgchartz.com/game/84639/sword-art-online-lost-song/?region=All,1,,/games/boxart/full_3180230JapanFrontccc.jpg,0.11, 
13,12014,Where the Wild Things Are,where-the-wild-things-are,Platform,E10,PS3,Warner Bros. Interactive,Amaze Entertainment,,,,0.0,0.11,0.09,0.01,,0.01,2009.0,,http://www.vgchartz.com/game/35198/where-the-wild-things-are/?region=All,1,,/games/boxart/full_8516235AmericaFrontccc.jpg,0.11,"Where the Wild Things Are is a fun-filled adventure that takes players on a journey through the mysterious island of the Wild Things. Players assume the role of Max, ""King of All Wild Things,"" as they team up with the fearsome but loveable creatures.  While journeying across their island, players learn amazing new skills and abilities. Solve action puzzles, overcome challenging obstacles, and play through a unique story narrative to uncover the mystery behind the hostile island and save the Wild Things before it's too late! "
14,12015,Champion Jockey: G1 Jockey & Gallop Racer,champion-jockey-g1-jockey-amp-gallop-racer,Sports,E,Wii,Tecmo Koei,Tecmo Koei Games,,,,0.0,0.11,0.06,0.03,0.01,0.01,2011.0,31st Jul 18,http://www.vgchartz.com/game/53309/champion-jockey-g1-jockey-amp-gallop-racer/?region=All,1,,/games/boxart/full_champion-jockey-g1-jockey-ampamp-gallop-racer_846AmericaFront.jpg,0.11,"Get back in the saddle for some serious thoroughbred Horse Racing action!
Champion  Jockey: G1 Jockey & Gallop Racer is the spiritual    successor of the  G1 Jockey and Gallop Racer series, and depicts the    Horse Racing universe  through a collection of real world races and    immersive and intuitive  gameplay with simple controls. Through the use    of the latest motion  controllers on the market, experience what it    feels like to be a Jockey!
 Features:

 The Jockey Experience:Use the Xbox360® Kinect to drive your   horse, use your whip, jump  fences, and experience real  life Horse   Racing action! In addition to  controlling their horse,  players must   understand it’s unique rhythm,  potential, stamina and  preferred racing   style to truly master the game. 
 Real World Inspired Tracks:  Race on a total of 19    different tracks inspired by real world horse  racing tracks, including    American-style tracks focusing primarily on  dirt tracks and    steeplechases, and traditional turf tracks. 
 Accessible ""Fun Race Mode"":  You don’t need to be a  serious   Horse Racing fan to race in Champion  Jockey. An available “Fun  Race   Mode” tones down the simulation levels of  authenticity to  maximize  the  fun of using motion controls to race  horses.

 
Official Website "
15,12016,HOP,hop,Platform,E,DS,505 Games,505 Games,,,,0.0,0.11,0.09,0.01,,0.01,2011.0,,http://www.vgchartz.com/game/49798/hop/?region=All,1,,/games/boxart/full_hop_231AmericaFront.jpg,0.11, 
16,12017,Metal Gear Solid V: The Definitive Experience,metal-gear-solid-v-the-definitive-experience,Action,M,XOne,Konami Digital Entertainment,Kojima Productions,,,,0.0,0.11,0.1,,,0.01,2016.0,29th May 18,http://www.vgchartz.com/game/132808/metal-gear-solid-v-the-definitive-experience/?region=All,1,,/games/boxart/full_341124AmericaFrontccc.jpg,0.11,"METAL GEAR SOLID V: THE DEFINITIVE EXPERIENCE is the ultimate collection  of the METAL GEAR SOLID V story which includes the critically acclaimed  METAL GEAR SOLID V: THE PHANTOM PAIN, its prologue METAL GEAR SOLID V:  GROUND ZEROES, as well as all their DLC contents.
Source: https://www.konami.com/ "
17,12018,Sniper Elite,sniper-elite,Shooter,M,Wii,Reef Entertainment,Reef Entertainment,,,,0.0,0.11,0.07,0.02,,0.01,2010.0,,http://www.vgchartz.com/game/43448/sniper-elite/?region=All,1,,/games/boxart/full_sniper-elite_1AmericaFront.jpg,0.11, 
18,12019,Cats & Dogs: The Revenge of Kitty Galore,cats-amp-dogs-the-revenge-of-kitty-galore,Action,E,DS,505 Games,Warner Bros. Interactive Entertainment,,,,0.0,0.11,0.1,0.0,,0.01,2010.0,,http://www.vgchartz.com/game/46204/cats-amp-dogs-the-revenge-of-kitty-galore/?region=All,1,,/games/boxart/full_cats-ampamp-dogs-the-revenge-of-kitty-galore_5AmericaFront.jpg,0.11,"Cats & Dogs: The Revenge of Kitty Galore is based on the hit movie sequel. In the videogame, players will get to play as multiple characters from the film in over 45 covert missions across various locations and environments inspired by the film. Gamers can play as a rookie canine agent, a super feline double agent or a streetwise pigeon, each armed with their own set of skills. Players must utilize the unique abilities and gadgets of each character to defeat the evil Kitty Galore and her minions.

Players will have to fight Kitty Galore's agents  of evil to save the day and send the bad guys packing. Players will have to utilize their animalistic acrobatics and AI ""Animal Intelligence"" to make their way through various levels and obstacles and collect critical items and power-ups, which will unlock new areas as they progress through the game. They will also be challenged  by a number of covert missions including helping stool pigeons carry out their air-based special operations and destroying Kitty Galore's treacherous equipment. "
19,12020,Astro Boy: The Video Game,astro-boy-the-video-game,Action,E10,Wii,D3 Publisher,High Voltage Software,,5.3,,0.0,0.11,0.1,0.0,,0.01,2009.0,,http://www.vgchartz.com/game/34275/astro-boy-the-video-game/?region=All,1,,/games/boxart/full_6145399AmericaFrontccc.jpg,0.11,"In ASTRO BOY: THE VIDEO GAME, players become the iconic hero, Astro Boy, and take to the streets and skies on an epic adventure to save Metro City from the clutches of the evil President Stone and his robot army. Utilizing Astro’s entire arsenal of iconic weapons and abilities—Finger Lasers, Arm Cannon, Butt Machine Guns and Drill Attacks, players will battle hordes of robot enemies and colossal bosses including some never-before-seen enemies across Metro City and the mysterious Surface. Using an intuitive combat system that adds depth to gameplay, players will experience classic platform action and exhilarating flight combat levels as they use Astro’s unique rocket boosters to hover, avoid enemies and zip out of the way of danger. ASTRO BOY: THE VIDEO GAME offers numerous unlockable and collectible elements that include exclusive art work, different versions of Astro Boy and more. "
20,12021,Call of Duty: Modern Warfare Trilogy,call-of-duty-modern-warfare-trilogy,Shooter,M,PS3,Activision,Infinity Ward,,,,0.0,0.11,0.07,0.02,,0.02,2016.0,14th Jan 18,http://www.vgchartz.com/game/115631/call-of-duty-modern-warfare-trilogy/?region=All,1,,/games/boxart/full_9024600AmericaFrontccc.jpg,0.11, 
21,12022,Vanishing Realms,vanishing-realms,Role-Playing,,PC,Indimo Labs LLC,Indimo Labs LLC,,,,0.11,0.0,,,,,2016.0,04th Apr 19,http://www.vgchartz.com/game/224231/vanishing-realms/?region=All,1,,/games/boxart/full_7079500AmericaFrontccc.jpg,0.11, 
22,12023,Final Fantasy I & II,final-fantasy-i-amp-ii,Role-Playing,,NES,Square,SquareSoft,,,,0.0,0.11,,,0.11,,1994.0,,http://www.vgchartz.com/game/3306/final-fantasy-i-amp-ii/?region=All,1,,/games/boxart/full_8204198JapanFrontccc.jpg,0.11, 
23,12024,Starsky & Hutch,starsky-amp-hutch,Racing,T,GC,BAM! Entertainment,Minds-Eye Productions,,6.0,,0.0,0.11,0.08,0.02,,0.0,2004.0,,http://www.vgchartz.com/game/5774/starsky-amp-hutch/?region=All,1,,/games/boxart/full_612587AmericaFrontccc.jpg,0.11, 
24,12025,The Cheetah Girls: Pop Star Sensations,the-cheetah-girls-pop-star-sensations,Misc,E,DS,Disney Interactive Studios,Handheld Games,,,,0.0,0.11,0.1,,,0.01,2007.0,,http://www.vgchartz.com/game/43666/the-cheetah-girls-pop-star-sensations/?region=All,1,,/games/boxart/full_3882512AmericaFrontccc.jpg,0.11,"The Cheetah Girls are four teenage girls from different ethnic and economic backgrounds, all attending a Manhattan high school. As they study fashion design together, they form a singing group and try to become stars. As they begin to attract interest, they'll have to tour, negotiate contracts and maneuver through all the challenges of the music business. "
25,12026,Langrisser IV,langrisser-iv,Strategy,,SAT,NCS,Career Soft,,,,0.0,0.11,,,0.11,,1997.0,,http://www.vgchartz.com/game/3637/langrisser-iv/?region=All,1,,/games/boxart/full_7737024JapanFrontccc.jpg,0.11,"Langrisser IV is a Role-Playing game, developed by Career Soft and published by NCS,  which was released in Japan in 1997. "
26,12027,FoxKids.com Micro Maniacs Racing,foxkidscom-micro-maniacs-racing,Racing,E,PS,Codemasters,Codemasters,,,,0.0,0.11,0.06,0.04,,0.01,2000.0,,http://www.vgchartz.com/game/14776/foxkidscom-micro-maniacs-racing/?region=All,1,,/games/boxart/full_211015AmericaFrontccc.jpg,0.11,"FoxKids.com Micro Maniacs Racing is a Racing game, developed and published by Codemasters,  which was released in 2000. "
27,12028,Happy Feet Two,happy-feet-two,Adventure,E,DS,Warner Bros. Interactive,WayForward,,,,0.0,0.11,0.09,0.01,,0.01,2011.0,,http://www.vgchartz.com/game/53156/happy-feet-two/?region=All,1,,/games/boxart/full_happy-feet-two-the-videogame_657AmericaFront.jpg,0.11,Happy Feet Two - The Videogame is a 3D musical adventure game for the entire family inspired by the whimsical Antarctic world of the upcoming animated film Happy Feet Two. The upbeat game is scored by the three time Grammy Award winning band Ozomatli to get players into the penguin groove. 
28,12029,Hexen: Beyond Heretic,hexen-beyond-heretic,Shooter,M,PS,GT Interactive,Raven Software,,,,0.0,0.11,0.06,0.04,,0.01,1997.0,,http://www.vgchartz.com/game/29842/hexen-beyond-heretic/?region=All,1,,/games/boxart/full_1634629AmericaFrontccc.jpg,0.11,"While you were battling the evil forces of D'Sparil, the other serpent Riders were busy sowing the seeds of destruction in other dimensions. One such dimension is the decaying world where Hexen takes place. A world littered with the mangled corpses of nobelievers. Only three humans - a warrior, a mage and a cleric - have escaped the leaders' vicious spell. Now these three brave souls have sworn to crush the evil regime that threatens to destroy the world forever.
Become one of three heroes. Wield superhuman powers and lethal weapons.

Walk, Run, Fly, Look all around. Inflict serious pain.
Pillage your way through earthquakes, crumbling bridges and fog.
Track down powerful artifacts and cast wicked spells.

 
--Box "
29,12030,Arcade Party Pak,arcade-party-pak,Misc,T,PS,Midway Games,Digital Eclipse,,7.6,,0.0,0.11,0.06,0.04,,0.01,1999.0,,http://www.vgchartz.com/game/17192/arcade-party-pak/?region=All,1,,/games/boxart/full_6138540AmericaFrontccc.jpg,0.11,"From the original skating game to the only river toob runner to the game show with guns, the Midway Arcade Party Pack is a compilation of some of the greatest arcade games ever to suck pizza parlor tokens from your pocket. A few of the games are even good enough to stand on their own. You get six Midway classics from the late ‘80s and early ‘90s, so for retro gamers wanting some than just old 8-bit clunkers, this pack is jam-packed with goodness. First off is Toobin', a river runner game where players float lazily down a rapid-filled river on an inner tube. Then there's the addictive puzzler Klax that will have you sweating those rolling cubes in your nightmares. Racing fans will remember the super-fast and challenging Super Sprint, while skaters need, need, need to get their hands on the only successful translation of the immortal boarder's delight, 720 -- only the DUALSHOCK controller is able to truly duplicate the control of the arcade game. Rampage makes its presence felt with Earth-rumbling action and window-bashing carnage. But maybe the real clincher of the group is a direct translation of Smash Tv, the super-sweet, visceral, carnal shooter that could easily stand out as its own game. Using the DUALSHOCK analog controller really gives you that double-fisted gunning action of the arcade, and the graphics and sounds are all up to their ahead-of-its-time original. Good luck -- you'll need it!
Playstation "
30,12031,Bust-A-Move DS,bust-a-move-ds,Puzzle,E,DS,Majesco,Happy Happening,,,,0.0,0.11,0.08,0.02,,0.01,2005.0,,http://www.vgchartz.com/game/6708/bust-a-move-ds/?region=All,1,,/games/boxart/4607864ccc.gif,0.11,"
Bust-A-Move DS brings all of the bubble bursting, puzzle fun onto the Nintendo DS. This time Bub and Bob return to center stage as they fling bubbles from the bottom screen to the top in an attempt to match 3 bubbles causing them to pop. With a multiplayer mode allowing 5 people to play via the Nintendo DS' wireless link, this Bust-A-Move will prove to be the ultimate battle party game.

Over 250 puzzles to complete plus secret puzzles - 500 in all 
All-new sling shot action using the Nintendo DS stylus allows players to control where their bubbles hit
Stock special bubbles for the right moment to get maximum points 
Perform strategic attacks with havoc-causing bubbles via the touch screen in multiplayer mode  
Challenge up to 5 opponents for multiplayer competitions using WiFi 

Majesco "
31,12032,Planet 51,planet-51,Action,E,X360,Sega,Pyro Studios,,5.7,,0.0,0.11,0.07,0.03,,0.01,2009.0,,http://www.vgchartz.com/game/32208/planet-51/?region=All,1,,/games/boxart/full_3222379AmericaFrontccc.jpg,0.11,"Planet 51: The GamePlanet 51, the white picket-fence world reminiscent of 1950s America is happy, safe and predictable…until the unpredictable happens!Out of the blue, Captain Charles ‘Chuck’ Baker’s spaceship comes crashing down. Unaware of his surroundings, Chuck begins to realize that he is not alone. Taking refuge while planning his return home, Chuck meets green-skinned local, Lem, and realizes that he may be the real ‘alien’ after all! Based on the upcoming family animated comedy from the writers of Shrek and Shrek 2, Planet 51: The Game, invades consoles everywhere this November * EXPLORE THE WORLD OF PLANET 51:Test your skills in a series of action-filled adventures that are out of this world. Try to outrun and outwit the Planet 51 Police and Army, find Chuck’s spaceship and help Chuck return home to Earth.* VEHICLES GALORE:Race and chase as you complete tasks and evade the enemy in an incredible array of hover vehicles, ranging from cars, pick-up trucks and bicycles through to taxis, police cars, heavy trucks and even lawnmowers! * MAKE NEW FRIENDS:Take control of the main characters from the movie – suave Astronaut Charles “Chuck” Baker and his new alien friend ‘Lem’– utilising their special abilities and skills as you complete each mission. * MULTIPLE MISSIONS, MULTIPLAYER AND MINI GAMES:With numerous missions, minigames even multiplayer action you’ll get carried away exploring the world of Planet 51 * GO BEYOND THE MOVIE:Players will relive memorable movie moments as well as discovering new environments and missions created exclusively for the videogame!
www.sega.com "
32,12033,Cabela's North American Adventures,cabelas-north-american-adventures,Sports,T,X360,Activision,Activision,,,,0.0,0.11,0.1,,,0.01,2010.0,,http://www.vgchartz.com/game/46714/cabelas-north-american-adventures/?region=All,1,,/games/boxart/full_cabelas-north-american-adventures_6AmericaFront.jpg,0.11,"Cabela's North American Adventures introduces fresh touches that hunters will appreciate, including a custom gun builder that allows players the ability to create thousands of gun options with a variety of receivers, stocks, barrels, and scopes.  The game also capitalizes on the popularity of hunting shows and online videos by adding a cameraman into gameplay - to get compelling footage, hunters need to be at their best! Also, for the first time in franchise history, up to four friends can hunt together online at once (Xbox 360 and PlayStation 3).  Once the hunt is done, friends can share their scores through online leader boards for bragging rights.  "
33,12034,Football Manager 2019,football-manager-2019,Simulation,,PC,Sega,Sports Interactive,,,,0.0,0.11,,0.1,,0.01,2018.0,11th Sep 18,http://www.vgchartz.com/game/222761/football-manager-2019/?region=All,1,,/games/boxart/full_2640858PALFrontccc.jpg,0.11, 
34,12035,Kotoba no Puzzle: Mojipittan Daijiten,kotoba-no-puzzle-mojipittan-daijiten,Puzzle,,PSP,Namco,Namco,,,,0.0,0.11,,,0.11,,2004.0,,http://www.vgchartz.com/game/4714/kotoba-no-puzzle-mojipittan-daijiten/?region=All,1,,/games/boxart/full_kotoba-no-puzzle-mojipittan-daijiten_3JapanFront.jpg,0.11,"Kotoba no Puzzle: Mojipittan Daijiten is a Board game, developed and published by Namco,  which was released in Japan in 2004. "
35,12036,Yamaha Supercross,yamaha-supercross,Racing,E,DS,DSI Games,Coyote Console,,,,0.0,0.11,0.1,,,0.01,2009.0,,http://www.vgchartz.com/game/14597/yamaha-supercross/?region=All,1,,/games/boxart/full_4672533AmericaFrontccc.jpg,0.11,"You are the promising younger brother of one of the biggest names in Supercross. He was hospitalized in the final race of the World Championships in an obviously intentional move by the lead rider of Team Nemeshisu, the toughest team to beat and the dirtiest riders in the world of Supercross. You must work up through the championships by winning each race, to finally meet the man that injured your brother in the World Championships, and avenge him by becoming World Champion.


Photo-realisitc, in-race graphics, track locations, riders, and bikes
Graphic-novel-style story in between races
Carefully constructed difficulty curve insures challenging gameplay
In race collectibles and challenges lead to new tracks and upgraded bikes
Multiple gameplay modes including Championship and Ghost mode
12 tracks, plus unlockable ""bonus"" racing venues
Changeable tracks and weather conditions
2 Player wireless multiplayer


--DSI Games "
36,12037,"Cook, Serve, Delicious! 2!!", serve,Simulation,E10,PC,Vertigo Gaming Inc.,Vertigo Gaming Inc.,,,,0.11,0.0,,,,,2017.0,04th Apr 19,http://www.vgchartz.com/game/224230/cook-serve-delicious-2/?region=All,1,,/games/boxart/full_5444619AmericaFrontccc.jpg,0.11,"The highest selling and most intense restaurant sim ever made is back! Deceptively easy to learn but incredibly difficult to master, Cook, Serve, Delicious! 2!! is your journey of being the best chef in the world with your small but humble restaurant on the 50th floor of the Teragon Supertower.
Source: Vertigo Gaming (Developer + Publisher) "
37,12038,TransOcean: The Shipping Company,transocean-the-shipping-company,Simulation,,PC,Astragon,Deck13 Hamburg,,,,0.11,0.0,,,,,2014.0,03rd Apr 19,http://www.vgchartz.com/game/224229/transocean-the-shipping-company/?region=All,1,,/games/boxart/full_1615279AmericaFrontccc.jpg,0.11,"TransOcean – The Shipping Company is your ticket to the world of gigantic ships and transnational transport empires. Build a mighty fleet of modern merchant ships and conquer the seven seas. Track your routes and real time, take the controls as ships enter and leave the harbor, and see to it that freight gets loaded efficiently. Keep in mind that time is money! Excessive lay days are taboo. Painstakingly crafted harbors based on real-world models as well as realistic ships and routes make TransOcean – The Shipping Company a unique gaming experience. An elaborate trade system with dynamic prices allows you to constantly keep an eye on the most lucrative routes, as this is the only way you can secure the best jobs. Try to keep a balance between expenses and profit, and keep your nerve when you have to choose between different possibilities: would it pay to smuggle goods, or would you risk your good reputation? Then consider that the more successful you are and the better your reputation is, the better the offers you will receive. In online mode, you can compete with other players for the more lucrative routes and the best prices; the law of supply and demand applies in this case. Numerous paths can lead you to your goal – find the right strategy to continually expand your empire and become the most successful transport company of all time!
Features

Complex assignment management that always poses new challenges
55 detailed harbors, 20 of which have iconic landmarks
20 realistic ship classes with ships that have to be maintained
22 trade goods
Self-guided or automated mooring and casting off
Exciting chance occurrences and global events influence what happens
Online mode: other players influence routes and commodity prices

Source: Official Website "
