,Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Last_Update,url,status,Vgchartzscore,img_url,Global_Total,Summary
15,4016,Transformers: The Game,transformers-the-game,Action,T,Wii,Activision,Traveller's Tales,,,,0.0,0.58,0.5,0.03,,0.05,2007.0,,http://www.vgchartz.com/game/6849/transformers-the-game/?region=All,1,,/games/boxart/7100627ccc.jpg,0.58,"Control the outcome in the battle for Earth this summer with TRANSFORMERS™, the official game of the blockbuster film from Producer Steven Spielberg and Director Michael Bay.   Protect or destroy the Earth: As the TRANSFORMERS™ war comes to Earth, you must make a choice—protect Earth as Autobots or destroy it as Decepticons. With dual campaigns, the fate of the world is in your hands.   Transformation: Instantly change from a larger-than-life robot to a high-powered vehicle to leave your enemies in the dust.   Destroy everything: Every object in the game world, including buildings and vehicles, can be crushed, toppled, wrecked—even used as weapons.   Choice of playable characters: Choose among an army of characters in the TRANSFORMERS™ universe and utilize their unique abilities to complete missions.   Combat variety: For head-to-head battles, engage in melee combat with special moves unique to each character. From longer distances, use ranged weapons in either Robot mode or Vehicle mode to take out your enemies.
Source - www.activision.com (publisher) "
16,4017,NFL Blitz 2000,nfl-blitz-2000,Sports,E,N64,Midway Games,Avalanche Software,,,,0.0,0.58,0.55,0.02,,0.0,1999.0,,http://www.vgchartz.com/game/5500/nfl-blitz-2000/?region=All,1,,/games/boxart/full_4032517AmericaFrontccc.jpg,0.58,"It's back and it's better than ever! NFL Blitz 2000 adds 4-player support, new offensive and defensive plays, realistic weather conditions, new stadiums and a Tournament mode! Customize offensive and defensive plays to your liking. Call audibles at the line of scrimmage. You've got control now! Passing made easy with new ""Blitz Passing"" for one-touch long bombs! ""ON-FIRE"" mode gives super power performance to your players! With non-stop action and a ""pick-it-up-and-play"" learning curve, NFL BLITZ 2000 is THE game for every football fan! "
17,4018,Madden NFL 2002,madden-nfl-2002,Sports,E,XB,EA Sports,EA Sports,,,,0.0,0.58,0.53,0.02,,0.03,2001.0,,http://www.vgchartz.com/game/1223/madden-nfl-2002/?region=All,1,,/games/boxart/7731939ccc.jpg,0.58,"
NFL™ football is back, and so is Madden! For the 12th year in a row, Madden NFL Football brings the realism of the pro gridiron right to your fingertips. With all the teams, players, and features that you've come to know and love, Madden puts you right on the field with the big hitters!  Play a full season with your favorite team and take them to the Super Bowl, or try the franchise mode and build a dynasty. You can even create teams and players so you can start from scratch! With all-new realistic player animations, Madden Cards, a training mode, and the Two-Minute Drill, Madden truly has it all!
Gameplay:Complete with all 31 NFL teams and legendary teams of years past, Madden NFL 2002 delivers the unparalleled heart-felt emotion and hard-hitting action of the NFL.   Taking you beyond broadcast, Madden NFL 2002 lets you play in Exhibition, Season, Playoff, Two-Minute Drill, and Tournament modes. Or play in Franchise mode, where you take complete control of the team in your quest for NFL glory. Madden NFL 2002 brings the real NFL to your fingertips.
Features:
Madden series NFL football game  
Choose from any of the NFL's 31 teams  
Play through an entire NFL season  
Drive for the Super Bowl  
For 1 to 2 player action only

 "
18,4019,NCAA Football 10,ncaa-football-10,Sports,E,PS2,EA Sports,EA Tiburon,,8.0,,0.0,0.58,0.28,0.22,,0.07,2009.0,,http://www.vgchartz.com/game/33920/ncaa-football-10/?region=All,1,,/games/boxart/full_3864128AmericaFrontccc.jpg,0.58,"NCAA Football 10 will bring the excitement of college football to fans across the nation like never before with the all-new Season Showdown. In this new mode, every game counts as fans declare their loyalty to a favorite school and give the ultimate show of support in a nationwide competition. After choosing a school to represent, players will earn credits in-game through head-to-head online matchups and single player modes. Credits not only accumulate in-game but players can also earn credits for their school via new web-based games. Millions of college football fans around the country will be on a mission to prove their school is number one with NCAA Football 10’s Season Showdown.NCAA Football 10 introduces TeamBuilder, an all-new, online create-a-school feature that will enhance the user’s ability to produce personalized content. With the capability to upload logos and numerous customization options for uniforms, fields, rosters, and much more, TeamBuilder gives users the opportunity to design completely original teams with infinite possibilities. Plus, preloaded logos for several Football Championship Subdivision schools will help users create authentic teams for NCAA Football 10. With its intuitively designed online database that is searchable across several fields, TeamBuilder allows users to share content with ease. A football fan’s dream, TeamBuilder will enable users to experience the excitement and pageantry of college football, defined by their own personalized creations. "
19,4020,Rapala: We Fish,rapala-we-fish,Sports,E,Wii,Activision,FUN Labs,,,,0.0,0.57,0.52,0.02,,0.04,2009.0,,http://www.vgchartz.com/game/35216/rapala-we-fish/?region=All,1,,/games/boxart/full_254138AmericaFrontccc.jpg,0.57,"Rapala: We Fish takes a ""pick up and play,"" comical approach to fishing. Featuring five different game modes, including co-op tournaments, 4 player split-screen and multiplayer modes, players can choose from five characters or play as their favorite Mii. 

Players travel to eight locations around the world and compete in 24 tournament events. Battle over 50 wacky fish species, including enormous Legendary Lunkers. "
20,4021,Theme Park,theme-park,Strategy,E,PS,Electronic Arts,Bullfrog Productions,,,,0.0,0.57,0.24,0.16,0.13,0.04,1995.0,,http://www.vgchartz.com/game/4579/theme-park/?region=All,1,,/games/boxart/7390416ccc.jpg,0.57,"
Think you can design and build the greatest amusement park in the world ? . You select the site, you layout the rides. In fact, you control every aspect of running a profitable amusement park; from hiring employees, to developing rides, to maintaining an adequate supply of sort drinks. Any mistake, and the bustling hordes of fun-seekers will let you know. Oh, and that merry-go-round in flames is a clue too.
 
FEATURES

17 varieties of shops and concessions: you set the      prices, you manage the inventory
Staff your park with Mechanics, Entertainers, and      more
Play the stock market and attempt a hostile      takeover of rival Theme Parks
Experience fireworks, weather effects, and more!

*back cover* "
21,4022,The Lego Ninjago Movie Videogame,the-lego-ninjago-movie-videogame,Action,E10,PS4,Warner Bros. Interactive Entertainment,Traveller's Tales,,,,0.0,0.57,0.16,0.32,,0.09,2017.0,29th May 18,http://www.vgchartz.com/game/186214/the-lego-ninjago-movie-videogame/?region=All,1,,/games/boxart/full_8627744AmericaFrontccc.jpg,0.57,"The LEGO NINJAGO Movie Video Game allows players to delve into the world of the new big-screen animated adventure The LEGO NINJAGO Movie.   In the game, players battle their way through waves of enemies with   honor and skill as their favorite ninjas Lloyd, Nya, Jay, Kai, Cole,   Zane and Master Wu to defend their home island of Ninjago from the evil   Lord Garmadon and his Shark Army. To do so, they must master the art of   Ninjagility which allows them to traverse Ninjago by wall-running,   high-jumping and battling the foes of Ninjago to rank up and upgrade the   ninja’s combat skills.  Players can harness the power of Spinjitzu   combat to defend Ninjago together.  
Play the Action-Packed Movie: Players can become their favorite Ninjago character and experience the movie in a new, exciting way.
Master Ninjagility and Combat Skills: Players traverse open-world environments by mastering running,   grappling, jumping and other unique Ninja skills to defeat enemies and   defend Ninjago City.
Exciting New Locations: The game features eight large, action-packed locations based on the story of The LEGO NINJAGO Movie,   each with its own unique Challenge Dojo where players can put their   combat skills to the test and battle with increasingly tougher enemies.
Battle Maps: Players  can go up against their friends and family in four different  game modes  with competitive split-screen local gameplay for up to four  players.
Source: https://www.warnerbros.co.uk/ "
22,4023,Far Cry Instincts,far-cry-instincts,Shooter,M,XB,Ubisoft,Ubisoft Montreal,,,,0.0,0.57,0.32,0.24,,0.02,2005.0,,http://www.vgchartz.com/game/6258/far-cry-instincts/?region=All,1,,/games/boxart/full_7160726AmericaFrontccc.jpg,0.57,"
I’m Jack Carver, a man stuck in the wrong place at the wrong time. Stranded alone in a remote tropical backwoods, I'm being pursued by an elite force of mercenaries. To outlast this wilderness hell, I need to adapt and unleash every imaginable combat and survival skill and evolve into the ultimate predator!




No holds barred: Do whatever it takes to exterminate the mercenaries in any situation.
Covert techniques: Take cover in the undergrowth, set traps, and kill by stealth.
Open environments: Battle from extreme long range, fire gun-mounted vehicles, and fight in close quarters or through the wilds of the island.
Arsenals of weapons: Turn the mercenaries’ stockpile into the instruments of their own destruction.
Merciless opponents: Outsmart the complex Full Action Response A.I. snipers, stalkers, scouts, and grenadiers, who react to your tactics with coordinated strikes.
Predator skills: Develop your vision abilities, track the enemies’ scent, and become faster and stronger.
Shooter’s paradise: Deep multiplayer and level editor features--build custom maps in real time, upload them via Xbox Live™ and stage ultimate deathmatches against your friends!



 
Xbox.com "
23,4024,ATV Offroad Fury: Blazin' Trails,atv-offroad-fury-blazin-trails,Racing,E,PSP,Sony Computer Entertainment,Climax Group,,5.9,,0.0,0.57,0.53,0.0,,0.04,2005.0,,http://www.vgchartz.com/game/6803/atv-offroad-fury-blazin-trails/?region=All,1,,/games/boxart/full_1581832AmericaFrontccc.jpg,0.57,"Go on, saddle up and goose it when the best-selling offroad experience pulls off some sick air and sticks the landing on the PSP® handheld entertainment system. Rip it up through incredibly vast, free-roaming, bone-jarring environments with all-new character riders, dozens of ATVs and tons of customizable options. Leave your mark as you tattoo Mother Nature on your own or kick it up a notch with Wi-Fi capability that lets you take on your buddies whenever and wherever you Blaze Your Own Trail!  Source - www.us.playstation.com  "
24,4025,Hasbro Family Game Night,hasbro-family-game-night,Misc,E,PS2,Electronic Arts,EA Bright Light,,,,0.0,0.57,0.28,0.22,,0.07,2008.0,,http://www.vgchartz.com/game/22961/hasbro-family-game-night/?region=All,1,,/games/boxart/4213179ccc.jpg,0.57,"Join your host Mr. Potato Head as you play classic Hasbro games as well as exciting new versions created for PlayStation 2. Hasbro Family Game Night features family favorites such as CONNECT FOUR, BATTLESHIP, YAHTZEE, BOGGLE, SORRY! and the all new, SORRY! Sliders.


For 1-4 players


Classic Games: Play the classic games that you know and love.


Play like Never Before: Exciting new ways to play every game – like CONNECT 4 Power Chips, BOGGLE Portal Cubes, Reverse YAHTZEE and BATTLESHIP Salvo.


Deck Out Your Very Own Game Room: Choose the game room theme that’s right for you.  Earn new game themed trophies, furniture and decorations to customize your game room.


Host a Game Party: Quickly build a custom Party Game by choosing your favorite games, number of players, and time you want to play.


 
Hasbro Family Game Night Website "
25,4026,Yokai Sangokushi,yokai-sangokushi,Action,,3DS,Level 5,Level 5,,,,0.0,0.57,,,0.57,,2016.0,08th Jan 18,http://www.vgchartz.com/game/102489/yokai-sangokushi/?region=All,1,,/games/boxart/full_2228599JapanFrontccc.png,0.57, 
26,4027,Tony Hawk's Pro Skater 4,tony-hawks-pro-skater-4,Sports,E,GBA,Activision,Vicarious Visions,,,,0.0,0.57,0.41,0.15,,0.01,2002.0,,http://www.vgchartz.com/game/28620/tony-hawks-pro-skater-4/?region=All,1,,/games/boxart/full_2891680AmericaFrontccc.jpg,0.57," Pros challenge you to make your mark in huge free-roaming levels, taking on 190 progressively harder goals with no time limits to hold you back. Decide when you're ready to take on your Pro Challenge and move into the pro ranks, where it's a whole new game. Build your skills, earn respect, and show that you?ve got what it takes to go Pro...Evolving levels change depending on the your goals and accomplishments. Enter a competition and extra ramps or rails appear. Toggle different skate elements on and off (quarterpipes, benches, kickers) to change up lines.           All new tricks -- skitch behind cars, skate on moving objects, and transfer over spines. Play up to 8 Players online in all new modes like Goal Attack and Capture the Flag! Fourteen of the world's top pros challenge you to prove your skills.Your career is what you make of it.
Activision "
27,4028,Tomb Raider: Anniversary,tomb-raider-anniversary,Action,T,PSP,Eidos Interactive,Crystal Dynamics,,7.7,,0.0,0.57,0.21,0.23,,0.13,2007.0,,http://www.vgchartz.com/game/7155/tomb-raider-anniversary/?region=All,1,,/games/boxart/7010822ccc.jpg,0.57,"Inspired by the original Tomb Raider video game; Lara Croft Tomb Raider: Anniversary faithfully preserves the elements which made the original Tomb Raider game such a classic. Using an enhanced 'Tomb Raider: Legend' game engine, the graphics, technology and physics bring Lara's adventure and pursuit of a mystical artefact known only as the Scion right up to today's technology standards and will offer gamers a completely new gameplay experience.

Features:

Celebrate and commemorate ten years of Tomb Raider and Lara Croft with Tomb Raider: Anniversary, an entirely new gameplay experience inspired by the first ever Tomb Raider adventure. Tomb Raider: Anniversary uses an enhanced version of the Tomb Raider: Legend game engine to apply Crystal Dynamic's latest PS2 technology.


Play the living Lara Croft, the world's greatest action heroine of all time - use all of Lara's guile, athleticism and gadgets in her quest to conquer the unknown and uncover ancient artefacts.


Includes classic environments from the original Tomb Raider as never experienced before - Crystal Dynamics latest technology allows you to fluidly manoeuvre Lara using her latest moves and gear, through all the worlds from the original; Peru, Greece, Egypt and more. The dynamic world allows multiple playthrough options and also opens up new places and ways to explore. Crystal's latest technology allows the environments to take on a breath taking new quality.


Explore uncharted and mysterious worlds - enter into strange, undiscovered lands and solve their deepest, darkest mysteries, open doors to new realms, uncover great rewards and unearth secrets to Lara's past.


Startling enemy encounters - encounter fierce animal and supernatural enemies, wolves, bears, crocodiles, horrific monsters and the T Rex. New and improved AI means that all enemies will exhibit a more diverse behaviour set, providing improved combat challenges for the player.


Source - www.eidosinteractive.com (publisher) "
28,4029,BlazBlue: Calamity Trigger,blazblue-calamity-trigger,Fighting,T,PS3,Aksys Games,Arc System Works,,8.5,,0.0,0.57,0.36,0.1,0.06,0.06,2009.0,,http://www.vgchartz.com/game/36070/blazblue-calamity-trigger/?region=All,1,,/games/boxart/full_7327869AmericaFrontccc.jpg,0.57,"In the 13th hierarchical city, Kagutsuchi, the Librarium regulates the amazing power of Armagus, a fusion of magic and technology. Currently they are after a wanted criminal named Ragna The Bloodedge, also known as Death, who wants to destroy the Librarium. Due to Ragna possessing a powerful form of Armagus known as the Azure Grimoire, people far and wide are after not only his bounty, but his grimoire as well. This is where our story begins. BlazBlue Key Features: The first hi-res 2D fighter from the creators of the Guilty Gear series! Experience the beauty of high-resoluti on, hand-drawn sprites on 3D backgrounds, all in glorious high-definition. Online Battle Action. Get ready to take the action online and battle the best players from all over the world! Console Exclusive Modes. BlazBlue features the following console-only modes: Arcade, Vs, Practice, and a completely fleshed-out Story Mode that tells the tales of each character. Over 10 unique combatants to choose from! Choose a character that represents your own fighting style, like the lightning-fast Taokaka or the wickedly powerful Tager. Drive your way to victory! Use the unique ""Drive Attacks"" specific to each character to decimate your opponent. Depending on the character, control the elements like wind and ice, or even absorb the life force from your opponents. A plethora of offensive and defensive options at your disposal! Take advantage of Barriers, Counter Assaults, Rapid Cancels, and Distortion Drives to turn the tide of battle!
[Akys Games] "
29,4030,Resident Evil: Revelations 2,resident-evil-revelations-2,Action,M,PS4,Capcom,Capcom,,,,0.0,0.57,0.14,0.25,0.11,0.07,2015.0,15th Apr 18,http://www.vgchartz.com/game/84244/resident-evil-revelations-2/?region=All,1,,/games/boxart/full_7607494AmericaFrontccc.jpg,0.57,"Claire and Barry: Two stories and two struggles for survival.

Claire's Story
Claire Redfield is one of the few people  known to have survived the destruction of Raccoon City in 1998. It was  her first time to witness the effects bioweapons can have on people.  Following the incident she joined a non-government organization  dedicated to helping victims of biological and chemical weapons. The  organization is known as Terra Save.In 2011 the headquarters of  the NGO is attacked by unknown assailants. Claire and her co-workers,  including its latest member Moira Burton, are kidnapped and taken to a  deserted island. Claire and Moira wake up in prison cells on this  island. Before they can even figure out where they are or what's going  on, they see one of their co-workers ripped to shreds by some kind of  monster. Will they be able to escape from the horrors that surround them, or will they meet their end on this island of horrors?

Barry's Story
Barry's daughter Moira has disappeared - her  last known whereabouts an island in the middle of nowhere and he's  determined to save her. There he finds a little girl who calls herself Natalia. Barry  soon realizes that she's not an ordinary little girl, and together they  traverse the dangerous island in search of answers and hoping for a  miracle.
Source: capcom.co.jp "
30,4031,Tales of the Abyss,tales-of-the-abyss,Role-Playing,T,PS2,Namco,Namco Tales Studio,,8.0,,0.0,0.57,,,0.57,,2006.0,,http://www.vgchartz.com/game/2325/tales-of-the-abyss/?region=All,1,,/games/boxart/693603ccc.jpg,0.57,"Tales of the Abyss follows the story of the young aristocrat, Luke fon Fabre. Kidnapped seven years ago, Luke returns to his family with no memories of his life before. In order to protect him, Luke's family keeps him confined to the quite lifestyle of the palace. Suddenly, Luke is thrust into the outside world and caught in the workings of the Order of Lorelei and the Oracle Knights who serve as keepers of the prophecy known as the Score. He knows nothing of those who might be his allies or those who are already his enemies. He must learn of the power of friendship and feel the pain of sacrifice. Luke's actions could save the world or destroy it.
 
Source: us.playstation.com "
31,4032,Bayonetta 2,bayonetta-2,Action,M,NS,Nintendo,PlatinumGames,,9.5,,0.0,0.57,0.26,0.2,0.07,0.04,2018.0,17th Apr 18,http://www.vgchartz.com/game/220237/bayonetta-2/?region=All,1,,/games/boxart/full_5304839AmericaFrontccc.jpg,0.57,"Bayonetta’s back and more powerful than ever.
Wield wild weapons and execute deadly moves—like the powerful Umbran Climax—to take out angels and demons in this breathtaking action game. You can even team up with friends in 2-player online or local wireless co-op fights (additional accessories required; sold separately.)
 
Bayonetta is a butt-kicking, havoc-wreaking witch who wields sweet weapons like pistols, whips, hammers, flamethrowers, and poison bows. But it’s not just about brawn—it’s also about style. Bayonetta is deadly but sleek, with moves like Witch Time that slows down time itself, and the all-new Umbran Climax—a special magic attack that summons Infernal Demons to devastate enemies. The Bayonetta™ 2 game also features an online and local wireless 2-player cooperative mode where players bet halos on their performance and work together to amplify their sass, cause destruction, and score some riches.
 
Foxy, sassy Bayonetta is a butt-kicking witch who’s back to wreak havoc
Wield stylish moves and deadly weapons—like a poison bow and flamethrowers
Use magic to execute Umbran Climax and summon Infernal Demons to do your bidding
Team up with other players in the 2-player Tag Climax co-op mode via local wireless or online (additional accessories required; sold separately)
The original Wii U version of Bayonetta™ game is now on the Nintendo Switch™ system—included with the packaged version of Bayonetta 2 as a pack-in digital download code
Source: Publisher "
