Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Last_Update,url,status,Vgchartzscore,img_url,Global_Total,Summary
8011,Karaoke Revolution Volume 2,karaoke-revolution-volume-2,Misc,E,PS2,Konami,Harmonix Music Systems,,,,0.0,0.23,0.11,0.09,,0.03,2004.0,,http://www.vgchartz.com/game/1101/karaoke-revolution-volume-2/?region=All,1,,/games/boxart/4376085ccc.jpg,0.23,"Karaoke Revolution Volume 2 keeps the party going with new songs, characters, and modes. Like the original, this game scores players on their vocal pitch and rhythm. This time, you can test your singing skills in 35 new songs, such as ""Friends in Low Places"" and ""I Will Survive."" Add style to seven new performers with more than 30 outfits. In addition to new characters and venues, Karaoke Revolution 2 adds a Medley mode for fast multiplayer action.
- From playstation.com "
8012,Wallace & Gromit in Project Zoo,wallace-amp-gromit-in-project-zoo,Platform,E,PS2,BAM! Entertainment,Frontier Developments,,,,0.0,0.23,0.11,0.09,,0.03,2003.0,,http://www.vgchartz.com/game/5975/wallace-amp-gromit-in-project-zoo/?region=All,1,,/games/boxart/9679902ccc.jpg,0.23,"The diabolical penguin, Feathers, has imprisoned all the baby animals in a zoo, and it's up to Wallace and Gromit to rescue them. Charge through the gates as the resourceful and adventurous Gromit, and receive helpful hints from Wallace. This indomitable duo has an array of new inventions such as the Porridge Gun and the Banana Launcher, plus interesting contraptions built by Wallace himself. Gromit's break dancing, backflips, and sneaking moves will also prove valuable in your adventure.
www.us.playstation.com "
8013,Harry Potter and the Goblet of Fire,harry-potter-and-the-goblet-of-fire,Adventure,E10,DS,Electronic Arts,Magic Pockets,,,,0.0,0.23,0.2,0.01,,0.02,2005.0,,http://www.vgchartz.com/game/5189/harry-potter-and-the-goblet-of-fire/?region=All,1,,/games/boxart/full_5727085AmericaFrontccc.jpg,0.23,"Harry, Ron, and Hermione are back! The Harry Potter and the Goblet of Fire™ videogame will release in November in conjunction with the Warner Bros. Pictures film based on J.K. Rowling’s fourth book. Experience the thrilling moments of the movie and put your magic to the ultimate test in co-operative play with up to two friends.  In the Harry Potter and the Goblet of Fire videogame, licensed by Warner Bros. Interactive Entertainment, Harry is mysteriously selected as the fourth contestant in the dangerous Triwizard Tournament™. Each competitor in the international competition must confront a fire-breathing dragon, rescue friends from the icy depths of the Black Lake, and navigate the twisting mysteries of a vast, dangerous maze. Players can experience the thrills of the movie—from the Quidditch™ World Cup campsite to a heart-stopping duel with Lord Voldemort™ himself!  Harry, Ron, and Hermione are all playable characters, modeled after their big-screen counterparts. An all-new spell-casting system allows players to really feel the magic for the first time as the controller shakes and reacts with every flick of the wand. Gamers can team up with friends in co-operative play to combine magic and produce more powerful spells than ever before!
Electronic Arts UK "
8014,Love Plus +,love-plus-,Simulation,,DS,Konami,Konami,,,,0.0,0.23,,,0.23,,2010.0,,http://www.vgchartz.com/game/44285/love-plus-/?region=All,1,,/games/boxart/full_love-plus-_7JapanFront.jpg,0.23, 
8015,Skylanders: SuperChargers Racing,skylanders-superchargers-racing,Action-Adventure,E10,Wii,Activision,Beenox,,,,0.0,0.23,0.07,0.15,,0.02,2015.0,06th Apr 18,http://www.vgchartz.com/game/85610/skylanders-superchargers-racing/?region=All,1,,/games/boxart/full_3457227AmericaFrontccc.jpg,0.23,"
Skylands is in peril! Kaos has unleashed his most evil weapon yet – the Doomstation of Ultimate Doomstruction. With all of Skylands on the verge of collapse, a special team called the SuperChargers has been assembled to pilot an unstoppable fleet of incredible vehicles. Now you and the SuperChargers must embark on epic adventures over land, under sea, and through the sky to stop Kaos and save Skylands!
Source: skylanders.com
"
8016,Mobile Suit Gundam: Climax U.C.,mobile-suit-gundam-climax-uc,Action,,PS2,Bandai,Bandai,,,,0.0,0.23,,,0.23,,2006.0,,http://www.vgchartz.com/game/3455/mobile-suit-gundam-climax-uc/?region=All,1,,/games/boxart/full_2540939JapanFrontccc.jpg,0.23, 
8017,Street Fighter EX2 Plus,street-fighter-ex2-plus,Fighting,T,PS,Capcom,Arika,,,,0.0,0.23,0.13,0.09,,0.02,1999.0,,http://www.vgchartz.com/game/12902/street-fighter-ex2-plus/?region=All,1,,/games/boxart/full_1770307AmericaFrontccc.jpg,0.23, 
8018,Viva Pinata: Party Animals,viva-pinata-party-animals,Misc,E,X360,Microsoft Game Studios,Krome Studios,,5.5,,0.0,0.23,0.19,0.02,,0.02,2007.0,,http://www.vgchartz.com/game/12537/viva-pinata-party-animals/?region=All,1,,/games/boxart/full_viva-pinata-party-animals_542AmericaFront.jpg,0.23,"Compete in a variety of zany battles and races in the social party game Viva Piñata®: Party Animals. Control the fame, fortune, and destiny of all your favorite characters from Viva Piñata: Fergy Fudgehog, Paulie Pretztail, Franklin Fizzlybear, and Hudson Horstachio. It's party time!
•	Huge variety of exciting mini-games: Viva Piñata: Party Animals includes more than 40 mini-games and a dozen foot races for players to compete against one another. Collect candy and special bonuses in all sorts of exotic and hazard-filled locations.
•	Gameplay for everyone: Appealing to young kids or those just young-at-heart, this unique social party game rewards and challenges all players regardless of their skill level. Friends and family members of all ages can party together in one place or from around the world via Xbox LIVE®.
•	Engaging and inviting graphics: The game is especially designed for interaction among friends and family. Pushing the advanced capabilities of the Xbox 360™, the game offers a vibrant and engaging gaming experience. It's the perfect game for parents looking for fun new ways to connect with their kids, or friends just looking to share a few laughs.
•	Great online play: Up to four players can gather together in the family room to play, or join a game on Xbox LIVE, and take the party global.
-Xbox.com "
8019,Big Family Games,big-family-games,Misc,,Wii,THQ,THQ,,,,0.0,0.23,,0.22,,0.02,2009.0,,http://www.vgchartz.com/game/33384/big-family-games/?region=All,1,,/games/boxart/full_8965979PALFrontccc.jpg,0.23,"The game gives players up to 24 unique twists on classic family games including golf, tennis, ladder golf, lawn darts, horseshoes, bocce and more! The game takes advantage of the Wii’s intuitive controls delivering a pick up and play experience for the whole family.You can use the Wii remote to throw, shoot, toss and roll. BIG Family Games lets you play through the game as a single player or join your friends and family in a great multiplayer experience, which allows up to 4 players to battle against each other to gain points. BIG Family Games is a perfect way to get the whole family playing together. You can also create your own fully customisable and playable characters with endless combinations "
8020,Zumba Fitness: World Party,zumba-fitness-world-party,Misc,E,Wii,Majesco Entertainment,Zoe Mode,,,,0.0,0.23,0.11,0.11,,0.02,2013.0,01st Apr 18,http://www.vgchartz.com/game/72646/zumba-fitness-world-party/?region=All,1,,/games/boxart/full_9049980AmericaFrontccc.jpg,0.23, 
8021,Danganronpa: Trigger Happy Havoc,danganronpa-trigger-happy-havoc,Adventure,,PC,Spike Chunsoft,Spike Chunsoft,,,,0.23,0.0,,,,,2016.0,17th Dec 18,http://www.vgchartz.com/game/86448/danganronpa-trigger-happy-havoc/?region=All,1,,/games/boxart/full_398706AmericaFrontccc.jpg,0.23, 
8022,WWE 2K18,wwe-2k18,Sports,,NS,2K Sports,Yuke's,,,,0.0,0.23,0.14,0.08,,0.02,2017.0,,http://www.vgchartz.com/game/189446/wwe-2k18/?region=All,1,,/games/boxart/full_6513128AmericaFrontccc.jpg,0.23, 
8023,The Lord of the Rings: Aragorn's Quest,the-lord-of-the-rings-aragorns-quest,Action,T,Wii,Warner Bros. Interactive,Headstrong Games,,6.4,,0.0,0.23,0.17,0.05,,0.02,2010.0,,http://www.vgchartz.com/game/44086/the-lord-of-the-rings-aragorns-quest/?region=All,1,,/games/boxart/full_the-lord-of-the-rings-aragorns-quest_0AmericaFront.jpg,0.23,"In The Lord of the Rings: Aragorn's Quest, players assume the role of Aragorn to take on his greatest quests from The Lord of the Rings trilogy. Wielding a sword, shield, bow and spear, fans will battle enemies, lead armies and journey through a colorful and fresh rendition of Middle-earth. Players can even switch between spear and sword on horseback; taking down evil foes in an action-packed gameplay experience. Two-player co-op gameplay featuring Gandalf allows kids, families and friends to work together in the heart of the action. "
8024,Sands of Destruction,sands-of-destruction,Role-Playing,T,DS,Sega,imageepoch Inc.,,6.5,,0.0,0.23,0.09,,0.13,0.01,2010.0,,http://www.vgchartz.com/game/23977/sands-of-destruction/?region=All,1,,/games/boxart/full_3887318AmericaFrontccc.jpg,0.23,"Sands of Destruction™, an epic RPG created by the all-star Japanese developers at ImageEpoc, takes you through an epic adventure in a world surrounded by a sea of sand.   In Sands of Destruction, a race of powerful beastmen known as the Ferals rule over the human population with tyranny and prejudice. A group of warriors, the World Annihilation Front, believe their only option for ending the corruption of the Ferals is to end the world as they know it. This intense game puts gamers in control of an intriguing cast of characters including the crusading Morte Ashera as well as Kyrie Illunis, who unknowingly holds the key to global destruction. Gamers will explore a fantastic world, traveling across oceans of sand, battling colossal enemy monsters and unraveling the mystery of the creation of the world.  Immerse yourself in dynamic battles taking up both the top and lower screens of the DS and an epic storyline with a twist, in this action-packed fantasy RPG exclusively on the DS.  KEY FEATURES  1) Dynamic Dual Screen Battles: Confront colossal bosses that span across both screens on the Nintendo DS, battling with both aerial and ground attacks   2) Unconventional Storyline: Written by master storyteller Masato Kato, immerse yourself in a dramatic storyline taking you into an atmospheric fantasy world where you must “destroy the world” to save the future  3) Rallying Cries: Characters can shout unique “quips” or commands to enhance abilities and boost attributes.  4) Unique Customization: Customize each character and their weapons individually using a unique points system.   5) Gorgeous Movie Graphics: Over 300 high-quality cut scenes and event movies to illustrate the epic adventure  6) DVD Home Video Release: North American DVD Home Video release of popular anime series through FUNimation® Entertainment in Spring 2010.
 
Sega.com "
8025,Jet X20,jet-x20,Racing,E,PS2,Sony Computer Entertainment,Killer Game,,,,0.0,0.23,0.11,0.09,,0.03,2002.0,,http://www.vgchartz.com/game/1078/jet-x20/?region=All,1,,/games/boxart/full_1745786AmericaFrontccc.jpg,0.23,"Roaring through 8 massive, exotic levels as a professional watercraft rider, you're the envy of all other racers. While racing one of your highly stylized watercraft through raging rivers, turbulent rapids, massive waterfalls and hairpin turns in far-off lands such as Atlantis, the Arctic, and humid South American Jungles, you know you're good. But you're not alone. Your competitors know the intensity of the races. They know that this is not just a race of speed, but a test of extreme trick skill. They also know that they want to beat you. They are ready for the challenge. • Hop a 300 foot waterfall, roar through a raging river and blast through Poseidon's mouth to the ancient city of Atlantis - one of 8 massive, fantastical worlds to conquer. • Catch huge air as you pull off more than 30 insane tricks through wild, multi-path tracks! • Challenge intense riders to wake-eatin' races on any of 10 highly stylized watercrafts Source - www.us.playstation.com  "
8026,Super Robot Taisen D,super-robot-taisen-d,Strategy,,GBA,Banpresto,Banpresto,,,,0.0,0.23,,,0.23,0.01,2003.0,,http://www.vgchartz.com/game/4470/super-robot-taisen-d/?region=All,1,,/games/boxart/full_super-robot-taisen-d_926JapanFront.jpg,0.23, 
8027,Cabela's Outdoor Adventures (2009),cabelas-outdoor-adventures-2009,Sports,T,PS3,Activision,Activision,,,,0.0,0.23,0.21,,,0.02,2009.0,,http://www.vgchartz.com/game/36280/cabelas-outdoor-adventures-2009/?region=All,1,,/games/boxart/full_4962452AmericaFrontccc.jpg,0.23,"Cabela's® Outdoor Adventures provides you with the hunting & fishing expedition of a lifetime with 22 outdoor adventures across North America and beyond. Fly, float and trek from Utah to Mexico to New Zealand in search of 10 different species of trophy bucks or stop off and angle for the local species of fish. While on your adventure, you'll also have the opportunity to hunt 11 species of both big game and small game, compete in shooting contests and embark on varied missions. Your Cabela's® Guide introduces each true-to-life outdoor adventure where stealth, strategy and technique are of the utmost importance.   Features Include:   11 locations from Utah to Mexico to New Zealand where to hunt and fish the native species, and enter shooting contests       10 deer, 11 big game, 11 small game, and 11 fish   Shop at an authentic Cabela's® for: Firearms and bows, fishing rod and reel combos, deer locator, scents, calls, clothing and much, much more   New deer-specific features including Impact Zones to identify shot location, rare deer types, and Trophy Legends to display in ""Deer Country""   Each adventure hunt has instant actions that include survival and fishing Extreme realism with faithful recreations of each location where water rushes, foliage sways and sounds of the wilderness come alive
 
Activision "
8028,NASCAR Thunder 2004,nascar-thunder-2004,Racing,E,XB,EA Sports,EA Tiburon,,,,0.0,0.23,0.18,0.05,,0.01,2003.0,,http://www.vgchartz.com/game/1496/nascar-thunder-2004/?region=All,1,,/games/boxart/8280698ccc.jpg,0.23,"From 200 MPH super-speedways to hairpin turns on 11 fantasy tracks, tuning your car and finding the line is no longer enough. Now youre running to the edge against 42 other unique NASCAR® personalities every race, drivers who remember your every move and wont think twice about paying you back. Out-smart and out-drive them as you battle three-wide from green to checkers. Online or on your own, racing just became a contact sport. Grudges & Alliances: Emotion comes to a racing game for the first time as CPU drivers remember your every move and aren't afraid to pay you back. Pick up & Play controls help new fans navigate over 60 events including all real world NASCAR races, plus 12 winding road courses. NASCAR Thunder 2004 goes online with peer-to-peer racing on the PlayStation®2 and 16 player races on PC. The most extensive Career Mode in a NASCAR video game just got deeper and easier to navigate! The deepest NASCAR game ever created with over 70 drivers and 175 authentic cars and the first game with a full pack of 43 Cup Series cars.
[Electronic Arts] "
8029,Buffy the Vampire Slayer,buffy-the-vampire-slayer,Action,T,XB,Electronic Arts,Double Helix Games,,,,0.0,0.23,0.18,0.05,,0.01,2002.0,,http://www.vgchartz.com/game/267/buffy-the-vampire-slayer/?region=All,1,,/games/boxart/full_8696398AmericaFrontccc.jpg,0.23,"Step into the shoes of Buffy Summers, popular high school student by day, destroyer of the undead by night. Secure your standing as The Chosen One in this third-person action/adventure game by vanquishing legions of monsters using over 60 fighting moves and combinations, and a select arsenal of slayer weaponry. Punch, kick, and stake your way through familiar Sunnydale locations like the sunken church, Sunnydale High School, and the Bronze nightclub where you match wits with enemies such as Matereani, Rhakshasa, Spike, and The Master. If you run into trouble, your Watcher Giles and friends Willow, Cordelia, and Xander are on-hand to assist you. Start sharpening your stake. It's up to you to save the world.
This title is playable on Xbox 360™ with a software emulator. Please see http://www.xbox.com/en-us/games/backwardscompatibility.htm for more details.
Xbox.com "
8030,Wipeout 2,wipeout-2,Misc,E,3DS,Activision,Endemol,,,,0.0,0.23,0.22,,,0.02,2011.0,,http://www.vgchartz.com/game/64525/wipeout-2/?region=All,1,,/games/boxart/full_wipeout-2_714AmericaFront.jpg,0.23,"Summer thrills and Winter chills!  The Big Balls are back, with even more zany and crazy family fun!     Select your favorite, hilarious character! Crash, bash and dash your way through both Summer and Winter courses! Grab a friend and challenge them to a head-to-head competition racing  past the Spinning Slapshot, the Knee Sweeper and over the Red Balls  while taking on 50 other wacky obstacles!   Who knew Wiping out could be so fun!
http://www.activision.com "
8031,Harry Potter and the Goblet of Fire,harry-potter-and-the-goblet-of-fire,Adventure,E10,XB,Electronic Arts,Electronic Arts,,6.7,,0.0,0.23,0.18,0.05,,0.01,2005.0,,http://www.vgchartz.com/game/5182/harry-potter-and-the-goblet-of-fire/?region=All,1,,/games/boxart/full_5409558AmericaFrontccc.jpg,0.23,"Harry, Ron, and Hermione are back! The Harry Potter and the Goblet of Fire™ videogame will release in November in conjunction with the Warner Bros. Pictures film based on J.K. Rowling’s fourth book. Experience the thrilling moments of the movie and put your magic to the ultimate test in co-operative play with up to two friends.  In the Harry Potter and the Goblet of Fire videogame, licensed by Warner Bros. Interactive Entertainment, Harry is mysteriously selected as the fourth contestant in the dangerous Triwizard Tournament™. Each competitor in the international competition must confront a fire-breathing dragon, rescue friends from the icy depths of the Black Lake, and navigate the twisting mysteries of a vast, dangerous maze. Players can experience the thrills of the movie—from the Quidditch™ World Cup campsite to a heart-stopping duel with Lord Voldemort™ himself!  Harry, Ron, and Hermione are all playable characters, modeled after their big-screen counterparts. An all-new spell-casting system allows players to really feel the magic for the first time as the controller shakes and reacts with every flick of the wand. Gamers can team up with friends in co-operative play to combine magic and produce more powerful spells than ever before!
Electronic Arts UK "
8032,The Club,the-club,Shooter,M,PS3,Sega,Bizarre Creations,,,,0.0,0.23,0.14,0.07,,0.03,2008.0,,http://www.vgchartz.com/game/16060/the-club/?region=All,1,,/games/boxart/4090433ccc.jpg,0.23,"The Club™, created by critically acclaimed developer Bizarre Creations, is a new breed of third-person shooter, combining fast-paced run and gun gameplay, destructive environments, and lethal weapons. You will fight to survive in a shadowy underground blood-sport controlled by a faceless, obscenely wealthy and influential elite who place their bets on who will survive as the blood-bath ensues before them. Take control of up to eight uniquely trained killers motivated by greed, driven by pure insane bloodlust, and hell bent on earning respect on a global level.  • Rise Through the Ranks of The Club™. As one of eight fighters, blast your way through five single player game modes including: Sprint, Time Attack, Survivor, Siege, and Run the Gauntlet.  • Earn Respect Online. Shoot your way to the top of the leader boards in over eight cut-throat multiplayer modes. You will face-off with 7 real-time opponents online or battle with your friends offline in 4-player split-screen action modes.  • The Club™ is Global. Battle in eight unique real-world locations from around the globe, including war-torn cities, abandoned factories, steel mills and many more.  • Extreme Gun Battles in Hazardous Environments. A motion blur camera system intensifies the adrenaline rush in both open range and close quarter firefights. Destroy and manipulate objects in the environment to your advantage.  • Build up the highest score. A unique score-based accumulation system creates even more competition among players; the faster, more efficient and accurate that you are, the more points you will earn to unlock weapons, characters and maps.  • Select from an Arsenal of Weaponry. There are 17 high-powered assault weapons to choose from and customize, including Automatic Weapons, Sniper Rifles, High Caliber Pistols, Sub Machine Guns, Mounted Weapons, and many more.  • Each Character has a Story to Tell. Choose from eight different characters to rise through the ranks of The Club™ and uncover each person’s true motives and intentions.
Sega "
8033,Angry Birds,angry-birds,Puzzle,E,PC,Unknown,Rovio Mobile,,,,0.0,0.23,,0.19,,0.05,2011.0,,http://www.vgchartz.com/game/51353/angry-birds/?region=All,1,,/games/boxart/full_angry-birds_806AmericaFront.jpg,0.23,"The survival of the Angry Birds is at stake! Dish out revenge on the  green pigs who stole the Birds’ eggs. Use the unique destructive powers  of the Angry Birds to lay waste to the pigs’ fortified castles. Angry  Birds features hours of gameplay, challenging physics-based castle  demolition, and lots of replay value. Use logic, skill, and brute force  to crush the enemy.
 
Rovio Entertainment "
8034,Madden NFL 12,madden-nfl-12,Sports,E,PSP,EA Sports,EA Tiburon,,,,0.0,0.23,0.21,,,0.02,2011.0,,http://www.vgchartz.com/game/50892/madden-nfl-12/?region=All,1,,/games/boxart/full_madden-nfl-12_321AmericaFront.jpg,0.23,"FEATURES :
- All-new collision system, advanced defensive A.I. enhancements and the  #1 most requested feature, Custom Playbooks, come together to provide a  more authentic gameplay experience.
- Experience NFL Sundays like never  before with team-specific run-outs featuring mascots and cheerleaders,  authentic broadcast cameras, lifelike 3D grass, and dynamic time-of-day.

 Franchise mode includes more than 100 new features and enhancements,  including expanded rosters, an all-new rookie scouting system, a  free-agent bidding system, and more.
 In Superstar mode, fans can now control the growth of their  superstar with an all-new progression system that allows you to earn  skill points by participating in practice and games. More details on  Franchise and Superstar modes will be released on May 16.

- Dynamic Player Performance is an all-new feature that creates  unprecedented realism as a player’s skills and confidence will rise and  fall based on his performance throughout a game or in Franchise mode,  just like the real NFL. No two players will play the same in Madden NFL  12, and more details will be revealed at the E3 Expo on June 6.
-  The  perfect combination of Madden NFL Football, fantasy football, and  trading cards comes to life in Madden NFL Ultimate Team. More  information on how to earn, buy, auction, and trade players will be  released on June 20.Online Communities will provide an all-new way for  Madden NFL gamers to meet and play. More details will be released on  July 25.
http://www.ea.com/madden-nfl "
8035,Lichdom: Battlemage,lichdom-battlemage,Role-Playing,,PC,Unknown,Unknown,,,,0.23,0.0,,,,,2014.0,,http://www.vgchartz.com/game/84451/lichdom-battlemage/?region=All,1,,/games/boxart/full_5472466AmericaFrontccc.jpg,0.23, 
