,Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Last_Update,url,status,Vgchartzscore,img_url,Global_Total,Summary
10,13011,The Ant Bully,the-ant-bully,Platform,E10,Wii,Midway Games,Artificial Mind and Movement,,,,0.0,0.09,0.08,0.0,,0.01,2006.0,,http://www.vgchartz.com/game/4827/the-ant-bully/?region=All,1,,/games/boxart/3961687ccc.jpg,0.09,"Go pick on someone your own size! After bullying an innocent ant colony, a young boy named Lucas is magically shrunk down to ant size and embarks on a remarkable adventure. Play as Lucas, experiencing the dangerous and thrilling life of an ant as you battle, explore and forge new friendships with natives and other species in his new ant world. Based on exciting moments from the upcoming digitally animated family adventure The Ant Bully, and featuring all-new challenges created especially for the game, help Lucas evolve from recluse to hero in his quest to save the colony from extermination.
Playstation "
11,13012,R: Racing Evolution,r-racing-evolution,Racing,T,XB,Namco,Namco,,,,0.0,0.09,0.06,0.02,,0.0,2003.0,,http://www.vgchartz.com/game/5607/r-racing-evolution/?region=All,1,,/games/boxart/full_9851756AmericaFrontccc.jpg,0.09,"It's an amazingly realistic racing experience that puts you in the driver's seat of rally racing excitement, with more than 25 fully licensed cars, four adrenaline-pumping rally race modes, a wide choice of tracks to choose from, and much more.
 
Xbox.com "
12,13013,Bionicle,bionicle,Action,E,GBA,THQ,Mobius Entertainment,,,,0.0,0.09,0.06,0.02,,0.0,2003.0,,http://www.vgchartz.com/game/41014/bionicle/?region=All,1,,/games/boxart/full_6338419AmericaFrontccc.jpg,0.09,"Bionicle puts the elemental powers of the Toa at your fingertips to battle the forces of evil. Summon blasts of fire, ice, water, stone, earth, and air in six island environments. With Toa energy, you can snowboard down Mount Ihu, surf through lava rapids, and race through Pohatu's desert. Your path takes you through jungles, mountains, and lakes, and ends in Makuta's lair. It's up to you to defeat the evil spirit and stop his Bohrok from devouring all of the island's resources. "
13,13014,Henry Hatsworth in the Puzzling Adventure,henry-hatsworth-in-the-puzzling-adventure,Puzzle,E,DS,Electronic Arts,EA Tiburon,,9.1,,0.0,0.09,0.08,0.0,,0.01,2009.0,,http://www.vgchartz.com/game/31178/henry-hatsworth-in-the-puzzling-adventure/?region=All,1,,/games/boxart/full_2799730AmericaFrontccc.jpg,0.09,"Meet Henry Hatsworth, a quirky, light-hearted character who players will guide on their journey through a new style of gaming adventure on their Nintendo DS. In this two-in-one adventure, players will explore five exotic worlds, fight a variety of opponents, and venture through more than 30 levels, including nearly a dozen hidden levels while taking on outrageous world-ending bosses. The separate worlds on the two Nintendo DS screens have a cause and effect inter-relationship, and players choose when to switch between conquering the action-platform realm and mastering the increasingly challenging puzzle world. A wide variety of power-ups will help Hatsworth in both of these worlds. Players will complete puzzle combinations and defeat puzzle enemies in order to gain power ups, health, and energy to supercharge Hatsworth in his adventure. "
14,13015,Bleach GC: Tasogare Ni Mamieru Shinigami,bleach-gc-tasogare-ni-mamieru-shinigami,Fighting,,GC,Sega,Polygon Magic,,,,0.0,0.09,,,0.08,0.0,2005.0,,http://www.vgchartz.com/game/2920/bleach-gc-tasogare-ni-mamieru-shinigami/?region=All,1,,/games/boxart/full_4911283JapanFrontccc.jpg,0.09, 
15,13016,Nights of Azure,nights-of-azure,Role-Playing,T,PS4,Tecmo Koei,Gust,,,,0.0,0.09,,,0.09,,2016.0,01st Jun 18,http://www.vgchartz.com/game/85493/nights-of-azure/?region=All,1,,/games/boxart/full_3846120AmericaFrontccc.jpg,0.09, 
16,13017,Chou Jigen Game Neptune Mk-II,chou-jigen-game-neptune-mk-ii,Role-Playing,,PS3,Compile Heart,Compile Heart,,,,0.0,0.09,,,0.09,,2011.0,,http://www.vgchartz.com/game/53088/chou-jigen-game-neptune-mk-ii/?region=All,1,,/games/boxart/full_chou-jigen-game-neptune-mk-ii_95JapanFront.jpg,0.09, 
17,13018,Rugby 15,rugby-15,Sports,E,XOne,Maximum Games,HB Studios,,,,0.0,0.09,0.03,0.05,,0.01,2015.0,17th Sep 18,http://www.vgchartz.com/game/85128/rugby-15/?region=All,1,,/games/boxart/full_1913603AmericaFrontccc.jpg,0.09,"Next-generation graphics unrivalled in a  rugby union game, voices by the real TV commentators, accessible and  precise controls, and emergent AIthat dynamically adapts to situations  and your playing style, so you experience all of the emotions of rugby  union with the only official Top 14 simulation!
Take the helm of official teams and clubs from the most prestigious  leagues: the Aviva Premiership Rugby, the Pro 12 and, in a world  exclusive, the TOP 14 and Pro D2! Share your passion for rugby with  players from around the world through the online social features and  tables.
Features

One of the most broadcast, reported and watched sports worldwide
Agame developed by HB Studios, sport game experts (Madden NFL, FIFA…) and creators of Rugby World Cup 2011.
For the first time in a rugby video game, carry out technical moves like cross passes, up-and-unders and behind-the-back passes.
Authenticity guaranteed through the involvement of an international  level consultant, Lewis Moody, 71 caps for England, five-time champion  of England and World Champion in 2003.

Source: bigben-interactive.co.uk "
18,13019,Jikkyou Powerful Pro Yakyuu 2000 Ketteiban,jikkyou-powerful-pro-yakyuu-2000-ketteiban,Sports,,PS,Konami,Diamond Head,,,,0.0,0.09,,,0.08,0.01,2000.0,,http://www.vgchartz.com/game/4064/jikkyou-powerful-pro-yakyuu-2000-ketteiban/?region=All,1,,/games/boxart/full_244204JapanFrontccc.jpg,0.09,"Jikkyou Powerful Pro Yakyuu 2000 Ketteiban is a Baseball Sim game, published by Konami,  which was released in Japan in 2000. "
19,13020,Karaoke Revolution,karaoke-revolution,Misc,E,XB,Konami,Secret Level,,,,0.0,0.09,0.06,0.02,,0.0,2004.0,,http://www.vgchartz.com/game/1100/karaoke-revolution/?region=All,1,,/games/boxart/full_1799785AmericaFrontccc.jpg,0.09,"
Karaoke Revolution™ transforms your Xbox into a high-end interactive karaoke machine ... and turns you into a star! More than just music and lyrics, Karaoke Revolutioncombines the fun and excitement of real karaoke singing with interactive gameplay that includes scoring, training, and a built-in audience that will either boo you off stage or cheer your every note. 

 

Sing along with more than 50 hit songs: Enjoy music written and made popular by R.E.M., Avril Lavigne, Nickelback, Barenaked Ladies, Michelle Branch, and many more top artists.
Groove to the classics: Includes 10 Motown hits performed by The Four Tops, Marvin Gaye, The Jackson 5, The Temptations, The Marvelettes, Diana Ross & The Supremes, Smokey Robinson & The Miracles, The Isley Brothers, and Jimmy Ruffin. Available only in the Xbox version!
Expand your music library: Download even more songs with Xbox Live™.
Truly test your vocal skills: This is the first Xbox karaoke game to feature a vocal analyzer that rates the pitch and rhythm of your performance.

 
Xbox.com "
20,13021,Fire Pro Wrestling Returns,fire-pro-wrestling-returns,Fighting,T,PS2,Agetec,S-Neo,,,,0.0,0.09,0.04,0.03,,0.01,2007.0,,http://www.vgchartz.com/game/12743/fire-pro-wrestling-returns/?region=All,1,7.9,/games/boxart/full_841169AmericaFrontccc.jpg,0.09,"Features: • The first time this popular Japanese wrestling series has been released in North America on PlayStation®2. • Up to 8 players can simultaneously go toe to toe.. • A huge variety of match types, everything from Singles to Battle Royal to Electrified Barbed Wire Ropes Exploding Deathmatch!. • A complete arsenal of wrestling moves and holds. No other wrestling game has such a complete list of moves available.. • The deepest custom wrestler creator anywhere allows players to create and save hundreds of wrestlers, each with their own unique look, moves and AI!. • The ability to create your own referee, ring, logo, and even belt allows players to recreate any dream match they can think of!. • Match Maker mode lets players set up their own wrestling show, earn money, and attempt to lure bigger talent to their matches.
Agetec
 
 
  "
21,13022,Agatha Christie: Evil Under the Sun,agatha-christie-evil-under-the-sun,Adventure,T,Wii,The Adventure Company,AWE Games,,,,0.0,0.09,0.06,0.02,,0.01,2008.0,,http://www.vgchartz.com/game/26797/agatha-christie-evil-under-the-sun/?region=All,1,,/games/boxart/5985824ccc.jpg,0.09,"How does a millionaire   wind up with a phony diamond? Can Hercule  Poirot solve a murder on an exclusive   island resort frequented by the  rich and famous when everyone has an   alibi?  Famous detective   Hercule Poirot is back in typical  style, turning up at just the right time to   begin an investigation  into the murder of a famous actress during what should   have been the  start of a relaxing holiday. Taking on the role of Hercule Poirot,    players can scour a stunning tropical island for clues and delve deeper  into the   mysterious relationships between over 20 unique characters to  search out the   killer.
Features:

Play as world-renowned   Belgian detective,  Hercule Poirot
Over 20 unique   characters to interact  with, each with their own motives
Cinematic camera   perspectives emphasizing  character facial emotions
“Shadowing” ability   allows Poirot to  stealthily follow suspects from a discreet   distance
Advanced in-game hint   system, including  automatic journal recording
Additional storyline   appended to that of  the original novel providing a new ending

http://www.adventurecompanygames.com/agatha_euts_wii/index.php "
22,13023,My Stop Smoking Coach: Allen Carr's EasyWay,my-stop-smoking-coach-allen-carrs-easyway,Misc,E,DS,Ubisoft,Ubisoft Quebec,,,,0.0,0.09,0.07,0.01,,0.01,2008.0,,http://www.vgchartz.com/game/26385/my-stop-smoking-coach-allen-carrs-easyway/?region=All,1,,/games/boxart/full_8720535AmericaFrontccc.jpg,0.09,"Discover a game that brings the successful Allen Carr's Easyway to Stop        Smoking method to an exciting interactive platform: Nintendo DS. Now        smokers striving to break their nicotine addiction have instant access        to an expert they can put in their pocket.

 Create your personal profile: Choose your personal coach from six of          Allen Carr's experts, and your coach will give you personalized advice          and tips based on your smoking habits and history. 
 Developed in conjunction with Allen Carr's experts, My Stop Smoking          Coach with Allen Carr takes the method to a new level by          simultaneously entertaining and challenging the player - a truly          interactive approach and more efficient learning process that enables          the player to quit smoking more easily. 
 "
23,13024,Jimmy Neutron: Boy Genius,jimmy-neutron-boy-genius,Platform,E,GC,THQ,Big Sky Software,,,,0.0,0.09,0.07,0.02,,0.0,2002.0,,http://www.vgchartz.com/game/1080/jimmy-neutron-boy-genius/?region=All,1,,/games/boxart/full_6821864AmericaFrontccc.jpg,0.09,"Initiate contact with another galaxy and launch a makeshift satellite into space before breakfast. That's nothing for Jimmy Neutron, the teenage super genius whose amazing inventions often get him into heaps of trouble. This time, it's up to you to get Jimmy out of his toughest tangle. You'll go through six levels, including Jimmy's house, the Asteroids, Yolkus Underworld, Yolkus City, and Retroland. Jet around on Goddard, Jimmy's proudest invention that can turn into the Goddard Pogo, Goddard Scooter, and the Goddard Sled. Can Jimmy's get himself through this grand adventure?
Source: www.us.playstation.com "
24,13025,Derby Stallion,derby-stallion,Sports,,SAT,ASCII Entertainment,ParityBit,,,,0.0,0.09,,,0.09,,1999.0,,http://www.vgchartz.com/game/3081/derby-stallion/?region=All,1,,/games/boxart/full_957132JapanFrontccc.jpg,0.09,"Derby Stallion is a Horse Racing game, developed by Bits Laboratory and published by ASCII Entertainment,  which was released in Japan in 1999. "
25,13026,Puss in Boots,puss-in-boots,Misc,E10,PS3,THQ,THQ,,,,0.0,0.09,0.07,0.01,,0.01,2011.0,,http://www.vgchartz.com/game/51833/puss-in-boots/?region=All,1,,/games/boxart/full_puss-in-boots_304AmericaFront.jpg,0.09,"Become the Legend!  Step into the boots of Puss In Boots, star of the upcoming film from  DreamWorks Animation, and use your sword fighting moves and sly skills  to become the legendary hero!  Master the style and charm of Puss in Boots in an engaging swashbuckling  experience. Duel banditos with style and flair, use cat-like sneaking  skills to fool your foes, and team with characters from the film to  catch the Golden Goose ... Plus, strum your guitar to serenade the  señoritas along the way!
 
THQ "
26,13027,Jumper: Griffin's Story,jumper-griffins-story,Action,T,Wii,Brash Entertainment,Collision Studios,,,,0.0,0.09,0.08,0.0,,0.01,2008.0,,http://www.vgchartz.com/game/16523/jumper-griffins-story/?region=All,1,,/games/boxart/full_6304412AmericaFrontccc.jpg,0.09,"
Anywhere is possible
“Jump” through time and space and live without boundaries. You are        Griffin, a teenager who can teleport and who is hellbent on avenging the        death of his parents. Hunt down and slay the relentless Paladins, and        find your vengeance.
 
Nintendo "
27,13028,NBA 2K18,nba-2k18,Sports,E10,PS3,2K Sports,Visual Concepts,,7.0,,0.0,0.09,0.06,0.01,0.01,0.01,2017.0,02nd Apr 18,http://www.vgchartz.com/game/174558/nba-2k18/?region=All,1,,/games/boxart/full_5263151AmericaFrontccc.jpg,0.09,"
Dominate the competition in NBA 2K18
The highest rated* annual sports title of this console generation returns with NBA 2K18, featuring unparalleled authenticity and improvements on the court.
*According to 2008 - 2016 Metacritic.com
Source:  2k.com
 "
28,13029,Rollcage Stage II,rollcage-stage-ii,Racing,E,PS,Midway Games,Attention To Detail,,,,0.0,0.09,0.05,0.03,,0.01,2000.0,,http://www.vgchartz.com/game/21742/rollcage-stage-ii/?region=All,1,,/games/boxart/full_2348221AmericaFrontccc.jpg,0.09, 
29,13030,Mutant Football League: Dynasty Edition,mutant-football-league-dynasty-edition,Sports,M,NS,Nighthawk Interactive,Digital Dreams,,,,0.0,0.09,0.08,,,0.01,2018.0,08th Nov 18,http://www.vgchartz.com/game/222340/mutant-football-league-dynasty-edition/?region=All,1,,/games/boxart/full_4874050AmericaFrontccc.jpg,0.09,"Mutant Football League is an action packed, arcade style football game with intense online multiplayer action, deep strategy, and deadly humor. Dynasty Edition includes all DLC and brings several new features to the core game including a new single player experience that allows players to become the coach and GM of their favorite Mutant Football League franchise. It includes multiple season gameplay, player trades, cumulative player XP, salary management, custom playbooks and free agent signings. Players will have the chance to turn mushy unproven, low-rated rookies into monstrous all-stars by winning multiple Mayhem Bowls over several seasons, creating their own Dynasty.Rampaging Werewolves and Hell-spawn Demons join the fray in Dynasty Edition which also introduces six brand new teams, several new Dirty Tricks and of course more fantastical arenas full of ruthless fans and deadly traps. As always, players can win by highest score or by decimating your opponents. Whenever a game begins you’ll quickly discover the only predictable element is broken bones and fun.Mutant Football League – we’re putting the fun back in football.
Mutant Football League is the bloody-fun next generation, spiritual successor to the retro classic, “Mutant League Football,” designed and produced by Michael Mendheim, the creator of the original game which means you can expect deep strategy game-play, bone crunching, tooth shattering hits, and a roster of ghouls delivering tongue-through-cheek humor. Oh, and blood. Lots of blood.
GAME MODES AND FEATURES
• DYNASTY MODE – Become the coach and GM of your favorite MFL team and guide them to multiple championships becoming the league’s next Dynasty. Includes roster management, team salary caps, custom playbooks, player trades, cumulative Player XP, free agent signings and multiple season gameplay.• Two player online or four player local MULTIPLAYER gives you the choice to clobber one another or team up and crush opposing miscreants.• Select from 24 TEAMS including the Nuked London Hatriots, the Killadephia Evils and the New Goreleans Zombies.• Includes Demonic Legion Pack DLC and Werewolf Rampage Pack DLC: Rampaging Werewolves and Hell-spawned Demons join wisecracking Skeletal Deadheads, Armored Bruiserbots, Criminal Aliens, Mutated Humans, Monstrous Orcs on the field.• Multiple punishing play modes like EXHIBITION, PRACTICE, PLAYOFFS, or try to survive a FULL SEASON.• NBA Jam and NFL Blitz hall of fame commentator, Tim Kitzrow gives unforgettable play-by play commentary for every game.• Use Dirty Tricks during game play to Bribe the Ref, throw Bombs, or equip Shotguns and Chainsaws to your players to inflict maximum carnage against the unsuspecting competition for real difference-making moments!• 24 unique fields across the league offer landmines, booby traps, fire pits, toxic moats and buzz saws as fun but deadly obstacles.• Play as MFL All-Stars Wham Neutron, Bomb Shady, Ghoulio Bones, and more who dominate the league with their rising kill counts and ferocious abilities.• Make the most of POST-PLAY MAYHEM by bludgeoning your opponents with brass knuckles, body slams, and rib-crushing kicks after the whistle blows.• Exploding body parts, comically horrific deaths, and blood splatters fuel the MFL GORE FX visual experience.
Source: Publisher "
30,13031,Samurai Warriors 2: Xtreme Legends,samurai-warriors-2-xtreme-legends,Action,T,PS2,KOEI,Omega Force,,,,0.0,0.09,0.04,0.03,,0.01,2008.0,,http://www.vgchartz.com/game/18521/samurai-warriors-2-xtreme-legends/?region=All,1,,/games/boxart/3208685ccc.jpg,0.09,"Samurai Warriors 2 takes you back in time, to an era where honor and swordplay defined everything. Long before the twilight of the samurai, Japan was ruled by powerful leaders hungry to unite the land under one banner. The samurai and ninja who defended their land and honor became legends. If you prove yourself worthy and honorable, you can join them. 
 "
31,13032,Karaoke Joysound Wii DX,karaoke-joysound-wii-dx,Misc,,Wii,Hudson Soft,Xing Inc.,,,,0.0,0.09,,,0.09,,2009.0,,http://www.vgchartz.com/game/39993/karaoke-joysound-wii-dx/?region=All,1,,/games/boxart/full_karaoke-joysound-wii-dx_172JapanFront.jpg,0.09,"Karaoke Joysound Wii DX is a Rhythm / Music game, developed and published by Hudson,  which was released in Japan in 2009. "
32,13033,Sloane to MacHale no Nazo no Monogatari 2,sloane-to-machale-no-nazo-no-monogatari-2,Puzzle,,DS,Level 5,Level 5,,,,0.0,0.09,,,0.09,,2009.0,,http://www.vgchartz.com/game/36575/sloane-to-machale-no-nazo-no-monogatari-2/?region=All,1,,/games/boxart/full_3105909JapanFrontccc.jpg,0.09, 
33,13034,Great Party Games,great-party-games,Misc,,Wii,O-Games,TBD,,,,0.0,0.09,,0.08,,0.01,2010.0,,http://www.vgchartz.com/game/44252/great-party-games/?region=All,1,,/games/boxart/full_4778401PALFrontccc.jpg,0.09,"
Have fun with the family with this great compilation of 20 great  classic games, with something for everyone!

Games include; foosball, darts, dodgeball, air hockey,  smack-a-squirrel and many more! 
20 family friendly games that will provide hours of fun for all  ages! 
Challenge your friends and family to mulitplayer competitions,  either take it in turns or compete in split screen mode 
Supported by Wii MotionPlus to enhance your playing experience 

20 great games for under £20!!
http://www.oxygengames.net/games-details.asp?gameid=76
 "
34,13035,Tabi no Yubisashi Kaiwachou DS: DS Series 4 America,tabi-no-yubisashi-kaiwachou-ds-ds-series-4-america,Misc,,DS,Nintendo,TOSE,,,,0.0,0.09,,,0.09,,2006.0,,http://www.vgchartz.com/game/4629/tabi-no-yubisashi-kaiwachou-ds-ds-series-4-america/?region=All,1,,/games/boxart/full_1176670JapanFrontccc.jpg,0.09,"Tabi no Yubisashi Kaiwachou DS: DS Series 4 America is an Edutainment game, developed by TOSE and published by Nintendo,  which was released in Japan in 2006. "
35,13036,Invasion From Beyond,invasion-from-beyond,Shooter,E,PS,GT Interactive,King of the Jungle,,,,0.0,0.09,0.05,0.03,,0.01,1998.0,,http://www.vgchartz.com/game/17260/invasion-from-beyond/?region=All,1,,/games/boxart/558087ccc.jpg,0.09,"A massive Martian armada has arrived. Now Earth must face the full force of the Red Planet's merciless might. Join Earth's lone defenders. Out-numbered and out-matched, you are all that stands between Earth's freedom and total Martian dominance. Turn back the red tide of a monstrous Invasion From Beyond! This is Earth's greatest hour. Earth's last stand!  Frantic arcade-style 3D shooter action! Fully destructible backgrounds! Thousands upon thousands of flying Martian adversaries! Spectacular explosions! A riveting, retro-rich storyline inspired by the golden age of B-Movie science fiction thrillers! Beware the Invasion!

 Survive 30+ missions of fast-paced, futuristic shooter action!
 Fear a mammoth alien armada of varied spacecraft!
 Discover secret levels, ships and weapons. And the devastating secrets they possess.
 See sense-shattering explosions and lighting effects at an incredible 50 FPS!
 Thrill to multiple camera angles for stunning in-game cut scenes.
 Behold incredible light-sourced graphics! Bombastic 3D explosions and state-of-the-art particle effects!
 Engage in challenging strategy element! Players must coordinate the Earth's defenses for maximum effect!
 Halt an overwhelming Martian invasion or die trying! 

Playstation "
