Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Last_Update,url,status,Vgchartzscore,img_url,Global_Total,Summary
11,Duck Hunt,duck-hunt,Shooter,,NES,Nintendo,Nintendo R&D1,,,,28.31,0,,,,,1985,,http://www.vgchartz.com/game/6246/duck-hunt/?region=All,1,,/games/boxart/full_6570468AmericaFrontccc.jpg,28.31,"Take aim, fire and score!
 It's DUCK HUNT!Your trusty hunting dog wades into the marshes to flush out your prey. Your fingers tighten around your Zapper light gun. Suddenly, there's a duck in the air! You've only got three shots to bag this duck, and if you miss, even your dog laughs at you! But become a sharp-shooter, and you'll progress to the next round where two ducks fly up at the same time. And then you're on to the ultimate challenge: Clay Shooting. Where you'll compete in a wild clay pigeon shooting contest! Play DUCK HUNT and discover you can have lots of laughs and be challenged at the same time.
[Duck Hunt, US Back Cover] "
12,Wii Play,wii-play,Misc,E,Wii,Nintendo,Nintendo EAD,,5.9,4.5,28.02,0,,,,,2007,,http://www.vgchartz.com/game/2666/wii-play/?region=All,1,5.3,/games/boxart/full_6165969AmericaFrontccc.jpg,28.02,"Wii Play consists of nine games:

Table Tennis- Move the Wii remote left or right to hit the ball back and forth.
Laser Hockey- It is, essentially, Air Hockey played with a Wii Remote.
Fishing- Simple fishing game where you use the Wii Remote to hook and yank a fish from a pond.
Find Mii- Players must pick out certain Mii from a crowd of Miis in a limited amount of time.
Pose Mii- Use the Wii remote pointer to move a Mii into falling bubbles, and use the A button to change its pose.
Shooting Range- Use the Wii remote to shoot targets on the screen.
Billiards- Use the Wii remote as a pool stick to play a game of Nine Ball.
Charge!- Use the Wii remote as a steering wheel to guide your Cow through a course.
Tanks!- Use the Nunchuck attachmen or the Wii remote D pad to move a tank on screen, while using the pointer to shoot at enemies. 

These can all be played by 1 or 2 players.
The biggest draw with Wii Play is the fact that it is bundled with an extra Wii Remote. It is perfect for people who are looking to pick up an extra controller.
The games are very simplistic. The ones that require the most strategy are Tanks! and Laser Hockey. Shooting Range is remeniscent of Duck Hunt, and games like Find Mii and Pose Mii make use of a multitude of Mii characters, including ones of your own creation.
Overall, the game is most enjoyable when played with a friend
  "
13,Kinect Adventures!,kinect-adventures,Party,E,X360,Microsoft Game Studios,Good Science Studio,,6.7,,24,0,,,,,2010,29th Sep 18,http://www.vgchartz.com/game/45608/kinect-adventures/?region=All,1,6.2,/games/boxart/full_kinect-adventures_386AmericaFront.jpg,24,"Float in outer space. Experience the thrill of roaring rapids. Tackle mountaintop obstacle courses. And dive into the deep to explore a leaky underwater observatory -- all from your living room. With Kinect Adventures, you are the controller as you jump, dodge and kick your way through exciting adventures set in a variety of exotic locations. "
14,Nintendogs,nintendogs,Simulation,E,DS,Nintendo,Nintendo EAD,,8.4,,23.96,0,,,,,2005,,http://www.vgchartz.com/game/1657/nintendogs/?region=All,1,,/games/boxart/full_4870931AmericaFrontccc.jpg,23.96," 

With Nintendogs, you can put a puppy inside your Nintendo DS. Pick  from multiple breeds, ranging from Labradors to Chihuahuas, and then  take care of and train the puppy using the touch screen and microphone.  If you train your puppy well enough, you can compete in dog shows and  agility contests to unlock other items and puppy breeds.

Put a puppy inside your Nintendo DS!
Nintendogs features puppies from the most popular dog breeds, like  Chihuahuas, Labrador retrievers, beagles and German shepherds. There  will be more than 15 breeds in all, including breeds not featured in the  Japanese versions. The pups will vary in gender, coloration and  personality.
Players purchase one of several breeds available at the beginning, then  start spending time with their pup. They throw flying discs and balls to  improve the pup's agility, bathe it when it gets dirty and use their  own personal voice commands to train the dog to do tricks. If players  train it well enough, they will excel in obedience and agility trials  and disc competitions, which will earn money that they can use to buy  other supplies and puppy breeds. When players earn enough cash, they can  buy even more puppies to live with their original pup.
Players can socialize their pups by walking them around the town, where  they will meet neighborhood dogs, and maybe even find new toys. Trips to  the park and gym offer valuable training time to prepare for agility  trials and disc competitions. Over time, the pup's stamina will increase  so players can explore farther and farther. Players also can interact  wirelessly with their friends' Nintendogs ? they can set their DS to  bark whenever another puppy is within wireless range.
Features
 

Pick from more than 15 of the most popular dog breeds, including  Labradors, Chihuahuas, beagles and more, then care for and train the  puppy using the touch screen and microphone.
Pet the pup, acquire and play with more than 100 items like tennis  balls, flying discs and even clothing accessories. Teach your dog to do  tricks by creating your own personalized voice commands.
Train your pups well and compete in obedience and agility trials.  Win these competitions to earn cash, which you can use to buy supplies  and even more dogs to keep your first puppy company.
Walk puppies around the town to meet neighborhood dogs or interact  wirelessly with friends' Nintendogs using the innovative Bark Mode.
Players care for and train their puppy by petting it, walking it and  buying it supplies to play with. As a puppy competes in obedience and  agility trials, owners can win money to purchase other puppy breeds.


 "
15,Mario Kart DS,mario-kart-ds,Racing,E,DS,Nintendo,Nintendo EAD,,9.1,9.4,23.6,0,,,,,2005,,http://www.vgchartz.com/game/1254/mario-kart-ds/?region=All,1,,/games/boxart/full_9551652AmericaFrontccc.jpg,23.6,"Koopa Shells will be flying world-wide with the release Mario Kart DS this fall. The acclaimed Mario Kart series is going wireless, letting you race and battle with an all-star cast that includes Mario, Luigi, Peach, Yoshi, Donkey Kong, Wario, Bowser, and Toad!
With over 30 courses and all the crazy items and frantic speed players would expect, this game is a Mario Kart fan’s dream!
Features 
• Drive the competition off the roadways anytime, using Nintendo Wi-Fi Connection.
• Compete with up to four people wirelessly using Nintendo Wi-Fi Connection or up to eight people using one game card with local wireless connection.
• Race on 30 courses designed to replicate the best tracks from past games as well as all-new courses.
• Keep one eye on the map and the other on the action with dual-screen gameplay.
Source: www.nintendo.com "
16,Pokemon Gold / Silver Version,pokmon-gold,Role-Playing,E,GB,Nintendo,Game Freak,,9.2,,23.1,0,,,,,2000,,http://www.vgchartz.com/game/4025/pokemon-gold-silver-version/?region=All,1,,/games/boxart/full_1344180AmericaFrontccc.png,23.1,"Gotta catch even more!
Enter a whole new world, with new Pokémon to capture, train, and battle!  Meet Professor Elm and get the all-new Poké Gear, including map, radio, cell phone, and clock.  Set the clock then watch as day turns to night and events take place in real time -- and be sure to keep an eye out for Pokémon that only come out at night!

Dozens of never before seen Pokémon!  Find new evolutions for some familiar Pokémon and discover whole new species.  Your Pokédex will even reveal genders of some Pokémon.
A whole new world!  Explore Johto, where there are new gym leaders to beat and eight new badges to earn.
Two new types!  Introducing Dark- and Steel-type Pokémon.
Trade with Gold, Silver, Red, Blue, and Yellow to catch 'em all! (Requires Game Link cable, sold separately.  New Pokémon cannot be traded back to Blue, Red, or Yellow versions.  Not compatible with Pokémon Stadium.)
Compatible with Pokémon Pikachu 2 GS!

Source - Back of box "
17,Wii Fit,wii-fit,Sports,E,Wii,Nintendo,Nintendo EAD,,7.9,,22.67,0,,,,,2008,,http://www.vgchartz.com/game/7480/wii-fit/?region=All,1,8,/games/boxart/full_3619557AmericaFrontccc.jpg,22.67,"Wii Fit uses a unique platform peripheral called the Wii Balance Board that can measure a user's weight and their center of gravity, and calculate their body mass index based on the user's height.
Wii Fit allows you to install the Wii Fit Channel straight to the Wii Menu, which allows users to compare fitness results and perform a Body Test without inserting the game disc. The Wii Fit Channel will also let you know when your last body test was taken right on the Wii Menu.
The Body Test performs two functions. First it weighs you for your daily weigh in. Secondly, it calculates a Wii Fitness Age, which comprises of your weight, actual age, and performance on two balance minigames.
Activities
Training within Wii Fit is divided into four categories: Yoga, Strength Training, Aerobics, and Balance Games. These exercises will provide a ""core workout"", emphasizing slower, controlled motions. The activities include:

Yoga

Half-Moon
Cobra
Bridge
Warrior
Tree


Strength Training

Torso Twists
Rowing Squat
Lunge
Push-Up and Side Plank
Jackknife


Aerobics

Hula Hoop
Basic Step
Basic Run
2-P Run
Rhythm Boxing


Balance Games

Soccer Heading
Ski Sloalom
Ski Jump
Tightrope Walk
Lotus Focus



Read the Official VGchartz thread here

Read Iwata Asks about Wii Fit
Visit the Official Site  "
18,Wii Fit Plus,wii-fit-plus,Sports,E,Wii,Nintendo,Nintendo EAD,,8,,21.13,0,,,,,2009,,http://www.vgchartz.com/game/35077/wii-fit-plus/?region=All,1,,/games/boxart/full_2716475AmericaFrontccc.jpg,21.13,"Wii Fit attracted millions of new players to the world of video games. Now Wii Fit Plus offers a range of new features and enhancements to help players reinvigorate their workouts, along with exercises and balance games designed to keep them fun. Players will find a new dimension to the Wii Fit experience as they easily set their own customized workout routines or choose 20-, 30- or 40-minute workouts based on how much time they have available. Users will also be able to choose from specialized workout routines that focus on an individual’s personal fitness goals or certain target areas. And with the addition of activities like skateboarding and Rhythm Kung Fu, players will be using the Wii Balance Board accessory in a variety of new and fun ways.
FEATURES

Workouts combine the original Wii Fit activities and selections from 15 new balance games and six new strength training and yoga activities.
Users can input the amount of time they want to spend on their workouts or select an area for personal improvement, and Wii Fit Plus will suggest a number of diverse activities for them.
For the first time, users can mix and match which strength and yoga activities they prefer on a given day. The seamless exercise flows make it easier than ever for users to maintain their daily workout routines.
Users might be asked to run an obstacle course across a series of platforms, zoom across a beach on a Segway x2 Personal Transporter or flap their arms to help their hilarious chicken-suited characters aim for targets.
The range of games and customization options will make players want to play every day. They’ll be having so much fun that their workouts will seem to fly by in no time at all.
Players also can see estimates of calories burned and can even activate a feature that lets them weigh their dogs or cats.
Wii Fit Plus comes packaged with the Wii Balance Board accessory. For people who already own Wii Fit, the Wii Fit Plus disc will be available for purchase separately.
 "
19,Super Mario World,super-mario-world,Platform,E,SNES,Nintendo,Nintendo EAD,,8.5,,20.61,0,,,,,1991,10th Aug 18,http://www.vgchartz.com/game/4441/super-mario-world/?region=All,1,,/games/boxart/full_1091265AmericaFrontccc.jpg,20.61," During a vacation in Dinosaur Land, Princess Toadstool gets kidnapped and a spell is cast on the inhabitants of the island. When they stumble upon Yoshi™, a young dinosaur, Mario™ and Luigi learn that Bowser is responsible for the terrible misdeeds. Now, all Yoshis are trapped in magical eggs that Bowser has hidden throughout seven castles. Many hidden paths aid Mario in making his way to Bowser's castle, completing 74 areas and finding all 96 exits. Discover items, including a feather that gives Mario a cape that allows him to fly, or a flower that shoots fireballs in layers upon layers of 2-D scrolling landscapes. Players can even ride Yoshi and swallow their enemies. From: www.nintendo.com  "
20,Grand Theft Auto V,grand-theft-auto-v,Action,M,PS3,Rockstar Games,Rockstar North,,9.4,,0,20.32,6.37,9.85,0.99,3.12,2013,,http://www.vgchartz.com/game/65884/grand-theft-auto-v/?region=All,1,,/games/boxart/full_6510540AmericaFrontccc.jpg,20.32,"The fifth mainline entry in the mega-selling Grand Theft Auto series, Grand Theft Auto V was developed by Rockstar North and published by Rockstar Games originally for the PlayStation 3 and Xbox 360 in 2013. Xbox One and PlayStation 4 versions followed in November of 2014 and finally a Windows PC verison was released in April of 2015.Grand Theft Auto V is set in the City of Los Santos and its surrounding hills, countryside, and beaches. It is the largest and most ambitious game Rockstar have yet created and, for the first time in the series, features three different playable characters.
Source: Machina. "
21,Grand Theft Auto V,grand-theft-auto-v,Action,M,PS4,Rockstar Games,Rockstar North,,9.7,,0,19.39,6.06,9.71,0.6,3.02,2014,03rd Jan 18,http://www.vgchartz.com/game/83196/grand-theft-auto-v/?region=All,1,,/games/boxart/full_5563178AmericaFrontccc.jpg,19.39,"The fifth mainline entry in the mega-selling Grand Theft Auto series, Grand Theft Auto V was developed by Rockstar North and published by Rockstar Games originally for the PlayStation 3 and Xbox 360 in 2013. Xbox One and PlayStation 4 versions followed in November of 2014 and finally a Windows PC verison was released in April of 2015.Grand Theft Auto V is set in the City of Los Santos and its surrounding hills, countryside, and beaches. It is the largest and most ambitious game Rockstar have yet created and, for the first time in the series, features three different playable characters.
Source: Machina. "
22,Brain Age: Train Your Brain in Minutes a Day,brain-age-train-your-brain-in-minutes-a-day,Misc,E,DS,Nintendo,Nintendo SDD,,8.1,,19.01,0,,,,,2006,,http://www.vgchartz.com/game/2948/brain-age-train-your-brain-in-minutes-a-day/?region=All,1,,/games/boxart/full_7749365AmericaFrontccc.jpg,19.01,"Nintendo worked with Dr. Kawashima to develop a game that could be used to maintain mental fitness. The result was Brain Training (Brain Age in NA). It is a puzzle 'game' that tests the user with certain activities, such as stroop tests and mathematical questions. It also contains over 100 Sudoku puzzles (Outside of Japan).The game contains a variety of games to test your brain, such as Calculations x20, where you solve 20 math problems as quickly as possible, and Head Count, where you must keep track of the number of people inside of a house while people enter and exit it.You unlock more games by performing daily trainings. It encourages users to play daily, thus, keeping your mind sharp.   Users can also take a Brain Age Test, which will calculate a Brain Age for the user based on 3 different tests. These tests range from memorization to observation, and focus heavily on time spent completing the activity. With daily training, and quite a number of Sudoku puzzles, players will find tons to do with the Brain Training game. "
23,Garry's Mod,garrys-mod,Misc,,PC,Unknown,Team Garry,,,,18.58,0,,,,,2004,,http://www.vgchartz.com/game/33535/garrys-mod/?region=All,1,,/games/boxart/full_6480469AmericaFrontccc.jpg,18.58,"Garry’s Mod is a sandbox game. There aren’t any predefined aims or goals like in regular games. Players are given tools and are left to entertain themselves.
It could be used to create comic strips, by posing ragdolls and taking screenshots.
It could be used to create and race cars, by welding objects together and adding wheels and thrusters.
It could be used to create a house by placing furniture and walls carefully around the map and inviting your friends to explore.
Create your own games, or play games created by other users.
Source: garrysmod.com "
24,Super Mario Land,super-mario-land,Platform,E,GB,Nintendo,Nintendo R&D1,,,,18.14,0,,,,,1989,,http://www.vgchartz.com/game/4436/super-mario-land/?region=All,1,,/games/boxart/3345559ccc.jpg,18.14,"Journey with Mario to a land of giant crabs, Koopa Troopas, flying stone heads and hungry sharks!Travel over land, in the air, and underwater. Mario makes his way through four treacherous worlds on his way to save the Princess!
US box "
25,Mario Kart 7,mario-kart-7,Racing,E,3DS,Nintendo,Nintendo EAD / Retro Studios,,8.2,,18.11,0,,,,,2011,,http://www.vgchartz.com/game/45691/mario-kart-7/?region=All,1,,/games/boxart/full_mario-kart-7_649AmericaFront.jpg,18.11,"The newest installment of the fan-favorite Mario Kart™ franchise brings Mushroom Kingdom racing fun into glorious 3D. For the first time, drivers explore new competitive kart possibilities, such as soaring through the skies orplunging to the depths of the sea. New courses, strategic new abilities and customizable karts bring the racing excitement to new heights.
• The Mario Kart franchise continues to evolve. New kart abilities add to the wild fun that the games are known for. On big jumps, a kart deploys a wing to let it glide over a track shortcut. When under water, a propeller pops out to help the kart cruise across the sea floor.
• Players can show their own style by customizing their vehicles with accessories that give them a competitive advantage. For instance, giant tires help a kart drive off-road, while smaller tires work best on city courses.
• People can choose to race as one of their favorite Mushroom Kingdom characters or even as their Mii™ character.
• New courses take players on wild rides over a mountain road, on city streets and through a dusty desert. Nintendo fans will recognize new courses on Wuhu Island and in the jungles from Donkey Kong Country™ Returns.
• The game supports both SpotPass™ and StreetPass™ features.
• Players can compete in local wireless matches or online over a broadband Internet connection.
 
(Nintendo) "
26,Pokemon Diamond / Pearl Version,pokmon-diamond,Role-Playing,E,DS,Nintendo,Game Freak,,8.6,,17.67,0,,,,,2007,,http://www.vgchartz.com/game/4022/pokemon-diamond-pearl-version/?region=All,1,,/games/boxart/full_2730687AmericaFrontccc.jpg,17.67," Pokemon Diamond and Pearl is the latest addition to the Pokemon RPG series.  It adds many new things to the genre including WiFi online play and 107 new pokemon, bringing the total amount of pokemon in the universe to 493 species.Gameplay.  The gameplay isn't much changed from previous pokemon games, although some minor tweaks were made to the formula.  The player is able to choose between 1 of 3 starter pokemon at the start of the game, and is able to capture any pokemon to enhance thier party that appear in the wild.  Battle takes place in a turn based fassion in either 1 on 1 or 2 on 2 matches.  Moves are selected on the touch screen or with the use of the D-Pad and buttons.  Moves are now divided into physical and special based on how they are executed, unlike previous versions of pokemon where move damage was seperated into physical and special based on type.  There are 17 different types in the game.  Each type has it's own weaknesses and strengths in relation to the others. Story.  As with most pokemon games, the story centers around the hero's progression as a Pokemon trainer.  The hero must combat the evil Team Galaxy and their nefarious plans of world domination, while collecting the 8 gym badges to challenge the Elite 4 and become a Pokemon Master.  After the Elite 4 are defeated there are new areas opened up to the player to explore, and gameplay can extend indefinitely as the gamer collects new pokemon.Design. Pokemon Diamond and Pearl is a mixture of cell shaded 3D graphics and 2D environments.  The Pokemon are all 2D sprites.  Some of the sound effects are synthesized, but most of the music is orchestral.  Composers Hitomi Sato, Go Ichinose, and Junichi Masuda wrote 149 songs for the game.  Appeal. Pokemon Diamond and Pearl offer all the appealing features of the old pokemon games (the unique ability to chose from hundreds of party members, challenging strategies, and breeding) along with the added bonus of online play.  It polished many of the old gameplay functions and added some new ones, creating a unique and engaging RPG experience.  "
