Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,Total_Shipped,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Last_Update,url,status,Vgchartzscore,img_url,Global_Total,Summary
15011,Agatha Christie's The ABC Murders,agatha-christies-the-abc-murders,Adventure,T,XOne,Unfinished Pixel,Artefacts Studio,,,,0.0,0.05,0.04,0.0,,0.01,2016.0,27th Jun 18,http://www.vgchartz.com/game/86416/agatha-christies-the-abc-murders/?region=All,1,,/games/boxart/full_8573717AmericaFrontccc.jpg,0.05, 
15012,Fallout: Brotherhood of Steel,fallout-brotherhood-of-steel,Role-Playing,M,XB,Interplay,Interplay,,,,0.0,0.05,0.04,0.01,,0.0,2004.0,,http://www.vgchartz.com/game/708/fallout-brotherhood-of-steel/?region=All,1,,/games/boxart/3572587ccc.jpg,0.05,"Fallout™: Brotherhood of Steel brings the Mutant Army and Brotherhood of Steel together in this post-apocalyptic world.   Players join the courageous Brotherhood to win the battle against the Mutant Army in hopes of restoring humanity in a nearly unlivable universe. Welcome to the wasteland.
 
Xbox.com "
15013,"Love, Election and Chocolate Portable"," election and chocolate portable""",Visual Novel,,PSP,Kadokawa Shoten,ASCII Media Works,,,,0.0,0.05,,,0.05,,2012.0,29th Dec 18,http://www.vgchartz.com/game/71046/love-election-and-chocolate-portable/?region=All,1,,/games/boxart/full_7610605JapanFrontccc.jpg,0.05, 
15014,Strawberry Shortcake: Strawberryland Games,strawberry-shortcake-strawberryland-games,Action,E,DS,Game Factory,Gorilla Systems,,,,0.0,0.05,0.05,0.0,,0.0,2006.0,,http://www.vgchartz.com/game/2235/strawberry-shortcake-strawberryland-games/?region=All,1,,/games/boxart/full_3106150AmericaFrontccc.png,0.05, 
15015,IndyCar Series,indycar-series,Racing,E,XB,Codemasters,Brain in a Jar,,,,0.0,0.05,0.04,0.01,,0.0,2003.0,,http://www.vgchartz.com/game/1029/indycar-series/?region=All,1,,/games/boxart/full_indycar-series_897AmericaFront.jpg,0.05,"The Indy Racing League is a 15-race, single-seat championship that competes on oval racing circuits throughout the U.S. Circuits include Las Vegas, Texas Motor Speedway, California Speedway, and of course, Indianapolis, which is the biggest race on Earth and the highlight of the racing calendar.   The main game offers immediate high-paced action and player-friendly handling, making the feel both authentic and realistic. It is easy to pick up and play and offers a dynamic difficulty management system to keep the action packed and the 200-miles-an-hour maneuvers coming thick and fast.
 
Xbox.com "
15016,Ultra Bust-A-Move,ultra-bust-a-move,Puzzle,E,XB,Majesco,Taito Corporation,,,,0.0,0.05,0.04,0.01,,0.0,2004.0,,http://www.vgchartz.com/game/15784/ultra-bust-a-move/?region=All,1,,/games/boxart/full_4335243AmericaFrontccc.jpg,0.05,"
The popular, bubble-bursting video game franchise is back, making its debut on Xbox with full Xbox Live support. In Ultra Bust-A-Move, puzzle fans everywhere will finally be able to play head-to-head across the country in addictive battles.

Xbox Live enabled head-to-head play with real-time, global rankings  
Xbox Live Aware, Voice and Friend List support  
Five new challenging puzzle types including:  

See-Saw Puzzle: bubbles fired will teeter the game board; don't tip it over!  
Blind Puzzle: players fire bubbles into a colorless field of bubbles revealing random patterns.  
Count Puzzle: score-based puzzle where only ‘dropped' bubbles count towards your score.  


Hundreds of addictive game boards  
12 different characters, each with their own strategies  
Great price! $19.99 MSRP!  

Majesco "
15017,Mortal Kombat X,mortal-kombat-x,Fighting,M,PC,Warner Bros. Interactive Entertainment,NetherRealm Studios,,,,0.0,0.05,0.01,0.04,,0.0,2015.0,04th Jan 18,http://www.vgchartz.com/game/82696/mortal-kombat-x/?region=All,1,,/games/boxart/full_3748033PALFrontccc.png,0.05, 
15018,Rally Fusion: Race of Champions,rally-fusion-race-of-champions,Racing,E,XB,Activision,Climax Group,,,,0.0,0.05,0.04,0.01,,0.0,2002.0,,http://www.vgchartz.com/game/1836/rally-fusion-race-of-champions/?region=All,1,,/games/boxart/2654281ccc.jpg,0.05,"Skid, drift, swerve, slide and race across amazing, interactive tracks and 9 huge environments, from rain forests to arctic glaciers. Rally Fusion: Race of Champions puts your driving skills to the ultimate test as you compete for the Race of Champions crown in racing's hottest rally cars.
 
Xbox.com "
15019,Piglet's Big Game,piglets-big-game,Platform,E,GBA,THQ,Doki Denki,,,,0.0,0.05,0.04,0.01,,0.0,2003.0,,http://www.vgchartz.com/game/24003/piglets-big-game/?region=All,1,,/games/boxart/669970ccc.jpg,0.05,"Piglet's friends are having nightmares and only you can stop them. With a magical telescope, you must peer into your friends' dreams and scare away evil Heffalumps and Woozles. Pooh, Roo, Owl, Eeyore, Rabbit, and Tigger are all in this dreamworld that spans seven different worlds. As Piglet, Pooh, and Tigger, you'll solve puzzles, make scary faces, and find Christopher Robin's balloons. Piglet's friends always tease him for being timid, but now it's his chance to prove his bravery.  "
15020,Hero Bank 2,hero-bank-2,Role-Playing,,3DS,Sega,Sega,,,,0.0,0.05,,,0.05,,2014.0,14th Jan 19,http://www.vgchartz.com/game/84068/hero-bank-2/?region=All,1,,/games/boxart/full_9984551JapanFrontccc.jpg,0.05, 
15021,Mr Bean's Wacky World of Wii,mr-beans-wacky-world-of-wii,Adventure,,Wii,Blast! Entertainment Ltd,Blast Games,,,,0.0,0.05,,0.05,,0.0,2009.0,,http://www.vgchartz.com/game/31320/mr-beans-wacky-world-of-wii/?region=All,1,,/games/boxart/full_3451767PALFrontccc.jpg,0.05,"Mr Bean is on his most outrageous adventure yet - and he's inviting you  along for the ride!



Use the unique  technology of the cool Wiki remote to shake, point, pull, dig, shoot or  hit and control the game play!
Play as Mr Bean or Irma and use  the Wiki remote to see who can score most points...
Test your  speed in super-fast frantic play, catching frogs in the net with the  Wiki Nunchuk control stick!
Intuitive and absorbing gameplay,  exciting activities, simple controls and hours of fun.



Source - game's box.
 "
15022,Ski Region Simulator 2012,ski-region-simulator-2012,Simulation,,PC,Giants Software,Giants Software,,,,0.0,0.05,,0.05,,0.01,2011.0,14th Jan 19,http://www.vgchartz.com/game/70169/ski-region-simulator-2012/?region=All,1,,/games/boxart/full_5320823PALFrontccc.jpg,0.05,"Features

Career mode with big economics section
Original models of PistenBully and numerous other vehicles
Lots of missions, events and expansions for longterm fun
Play with your friends over Internet/LAN in the multiplayer mode
Day and night cycle with changing weather
Download more maps, vehicles and equipment with automatic mod installation
Includes mod SDK (with editor, export and demo-mods)
Gamepad and steeringwheel support

Source: https://www.skiregion-simulator.com/ (translated) "
15023,Pinball Hall of Fame: The Gottlieb Collection,pinball-hall-of-fame-the-gottlieb-collection,Misc,E,GC,Crave Entertainment,FarSight Studios,,,,0.0,0.05,0.04,0.01,,0.0,2005.0,,http://www.vgchartz.com/game/1743/pinball-hall-of-fame-the-gottlieb-collection/?region=All,1,,/games/boxart/5702168ccc.jpg,0.05,"Relive the days when the pinball table was king, but play like you have unlimited quarters. Pinball Hall of Fame resurrects seven of Gottlieb’s greatest pinball machines spanning the 60 years of arcade pinball’s golden age. Recreated in a stunning 3-D environment, the game play, visuals and sound effects are so authentic, you'll feel like you're in a real arcade. You can choose from such classic tables as Ace High, Central Park, Big Shot, Genie, Black Hole, Victory, and Tee'd Off.
Crave Ent. "
15024,TrackMania Turbo: Build to Race,trackmania-turbo-build-to-race,Racing,E,DS,DreamCatcher Interactive,Firebrand Games,,,,0.0,0.05,0.02,0.02,,0.0,2011.0,,http://www.vgchartz.com/game/46119/trackmania-turbo-build-to-race/?region=All,1,,/games/boxart/full_trackmania-turbo_423AmericaFront.jpg,0.05, 
15025,Ferrari F355 Challenge,ferrari-f355-challenge,Racing,E,PS2,Sega,Sega-AM2,,,,0.0,0.05,0.03,0.02,,0.01,2002.0,,http://www.vgchartz.com/game/723/ferrari-f355-challenge/?region=All,1,,/games/boxart/9324251ccc.jpg,0.05,"Ferrari F355 Challenge re-creates the complete Ferrari driving experience on the world's fastest racetracks. In five gameplay modes, you can race in popular racing venues around the world. Take on a friend in a split-screen head-to-head race, and then replay the action. Even amateur drivers can get up to speed using the new Assist function to hone their skills step-by-step. The game also features broadcast-style camera angles to further immerse you in the races. "
15026,Sherlock Holmes: Crimes & Punishments,sherlock-holmes-crimes-amp-punishments,Adventure,M,X360,Focus Home Interactive,Frogwares,,,,0.0,0.05,0.03,0.02,,0.0,2014.0,18th Apr 18,http://www.vgchartz.com/game/84660/sherlock-holmes-crimes-amp-punishments/?region=All,1,,/games/boxart/full_9426875AmericaFrontccc.jpg,0.05,"Since early 2000, the Sherlock Holmes series of six video games for PC  captivated millions of players around the world. In 2012, the famous  detective?s latest investigation--The Testament of Sherlock  Holmes--abandoned the traditional point & click gameplay and, in a  revolution for the series, created a genuine third-person gaming  experience befitting consoles and PCS. The title earned praise from  players and critics despite some minor technical glitches and brought  the famous detective to a wider audience. The new Sherlock Holmes game  Crimes and Punishments will build upon that success with important  changes on the graphical side as well as the game experience side. For  the first time ever, Frogwares Studio will abandon their homemade  graphics engine. The latest adventures of Sherlock Holmes will be  developed on Epic?s Unreal Engine 3, allowing the series to jump far  ahead of previous installments in graphical quality. Environments will  be more realistic and finely detailed with dynamic lighting and shadows.  Choosing this engine also lets the game benefit from many technologies  like a powerful animation engine for smooth movement and animation  transitions, real-time shaders and a particle system, and advanced  post-processing effects. Unlike the previous adventures of Sherlock  Holmes, in Crimes and Punishments you will not be a mere spectator  during the detective?s investigation. It is now your turn to truly  become Sherlock Holmes and lead your own investigation--actually, your  investigations, as 8 captivating cases await you! Murders,  disappearances, spectacular thefts, and other investigations will bring  you to the cutting edge of the detective genre and these cases will be  the bread and butter of this game, written in the pure tradition of  Conan Doyle?s novels. Each case offers real freedom to players, who will  have to make important moral choices instead of simply enforcing  justice by the book. All decisions have an influence in the game and  affect your character?s reputation in addition to having realistic,  sometimes unexpected, consequences. You will have to bear the weight of  your choices, as Crimes and Punishments offers an exciting system of  actions/consequences that forces players to think before acting by  giving true depth to every decision they make. Crimes and Punishments  offers up to 12 different endings for the 8 grand cases that constitute  the game, an ambitious offering that creates a new gaming experience. In  Crimes and Punishments, players will embody a Sherlock Holmes with a  brand new look. Developers at Frogwares have abandoned the classic  Sherlock Holmes inspired by the 60s Sherlock movies, replacing him with a  more modern character perfectly matching the new artistic ambitions of  the title.
Source: focus-home.com "
15027,Metal Slug Anthology,metal-slug-anthology,Shooter,T,PSP,SNK Playmore,Terminal Reality,,,,0.0,0.05,0.02,0.0,0.02,0.01,2007.0,,http://www.vgchartz.com/game/3780/metal-slug-anthology/?region=All,1,,/games/boxart/6826236ccc.jpg,0.05,"Six great METAL SLUG games on 1 UMB. Live the magic that made METAL SLUG the greatest Arcade-Action game ever!

Six incredible METAL SLUG games on one UMD – METAL SLUG 1,2,X,3,4,5 
WI FI 2-player action (Ad Hoc) 
Arcade perfect port of each title 
Pick-up-and-play, non-stop action

www.us.playstation.com "
15028,Kamen Rider: Dragon Knight,kamen-rider-dragon-knight,Fighting,T,DS,D3 Publisher,Natsume,,,,0.0,0.05,0.05,0.0,,0.0,2009.0,,http://www.vgchartz.com/game/41087/kamen-rider-dragon-knight/?region=All,1,,/games/boxart/full_8462444AmericaFrontccc.jpg,0.05,"Based on the new TheCW4Kids live action TV series, the Kamen Rider: Dragon Knight videogame is an intense action packed hero game where players will have the opportunity to experience the exciting Kamen Rider adventure firsthand. Players will be able to play as all 13 Kamen Riders, each with their own unique Advent Cards and special abilities in multiple game modes allowing the players to battle head-to-head or fight legions of enemies as they explore Ventara and stop the menacing plot of General Xaviax. "
15029,Tiny Toon Adventures: Toonenstein - Dare to Scare,tiny-toon-adventures-toonenstein-dare-to-scare,Action,E,PS,Vatical Entertainment,Terraglyph Interactive Studios,,,,0.0,0.05,0.03,0.02,,0.0,1999.0,,http://www.vgchartz.com/game/26574/tiny-toon-adventures-toonenstein-dare-to-scare/?region=All,1,,/games/boxart/full_6464489AmericaFrontccc.jpg,0.05, 
15030,Captain America: Super Soldier,captain-america-super-soldier,Action,E10,DS,Sega,Sega,,,,0.0,0.05,0.05,,,0.0,2011.0,,http://www.vgchartz.com/game/47793/captain-america-super-soldier/?region=All,1,,/games/boxart/full_captain-america-super-soldier_806AmericaFront.jpg,0.05,"Wield the Shield of the World’s First Super-Soldier.  Become Captain America™, the ultimate Super-Soldier, as you face the Red  Skull’s army in this gripping original third-person action adventure  set in the darkest days of World War II. Wield Captain America’s  legendary shield to take out enemies at a distance, interact with your  environment, and deflect incoming fire back at foes as you traverse  Hydra’s massive castle to save the world from Cap’s villainous  archenemies.  Get ready to hurl yourself shield-first into the fray—create your own  superhuman feats with the superior force of the world’s first  Super-Soldier at your fingertips.  Features:  Play as Captain America  Battle enemies bent on world domination in a unique World War II  setting, using your Super-Soldier abilities to infiltrate a castle  overrun by the forces of Hydra and destroy the forces of evil.  Wield Cap’s Legendary Shield Your shield delivers a variety of punishing missile attacks, as well as  tough defense. Take out groups of enemies, block attacks, destroy  objects, interact with surroundings, and reflect fire back at foes.  Devastating Open Combat  Move freely through the castle battlefield with acrobatic precision as  you take down multiple enemies with punches, kicks, shield throws, and  powerful combos. Take control of a turret or grab a soldier from behind  and use his weapons against him.  Platforming with Purpose  Use Cap’s impressive athletic abilities to overcome environmental  challenges by scaling walls, climbing, and performing spectacular leaps  and vaults. Master timing-based controls to execute advanced moves and  discover multiple mission paths.  Stirring Original Storyline  Play a compelling original story by renowned Marvel scribe Christos Gage  set in the movie universe but created specifically to bring extra depth  to gameplay. Interactive and scripted cinematic moments immerse you in  film-like action sequences.  Legendary Comic Book Super Hero Created by the famed team of Joe Simon and Jack Kirby, Captain America  has starred in over 200 million comic books that have been sold in 75  countries, and the Sentinel of Liberty is a key member of the Avengers  alongside comic book icons The Hulk™, Iron Man™, and Thor™. Captain  America: Super Soldier represents Cap’s first standalone console game  adventure.
(SEGA) "
15031,Nitroplus Blasterz: Heroines Infinite Duel,nitroplus-blasterz-heroines-infinite-duel,Fighting,,PS4,Xseed Games,Examu Inc.,,,,0.0,0.05,0.01,0.01,0.03,0.0,2016.0,,http://www.vgchartz.com/game/85591/nitroplus-blasterz-heroines-infinite-duel/?region=All,1,,/games/boxart/full_5690935AmericaFrontccc.jpg,0.05, 
15032,TNA iMPACT: Cross the Line,tna-impact-cross-the-line,Fighting,T,PSP,SouthPeak Interactive,Point of View,,3.5,,0.0,0.05,0.05,0.0,,0.0,2010.0,,http://www.vgchartz.com/game/40654/tna-impact-cross-the-line/?region=All,1,,/games/boxart/full_1049918AmericaFrontccc.jpg,0.05,Feel the impact anywhere you go as TNA Wrestling comes to portable game platforms with TNA Impact! Cross the Line. 
15033,TV Anime: Fairy Tale Gekitou! Madoushi Kessen,tv-anime-fairy-tale-gekitou-madoushi-kessen,Fighting,,DS,Hudson Soft,Hudson Soft,,,,0.0,0.05,,,0.05,,2010.0,,http://www.vgchartz.com/game/45341/tv-anime-fairy-tale-gekitou-madoushi-kessen/?region=All,1,,/games/boxart/full_8244168JapanFrontccc.jpg,0.05, 
15034,Nobunaga's Ambition: Sphere of Influence,nobunagas-ambition-sphere-of-influence,Strategy,T,PS4,Tecmo Koei,Koei,,,,0.0,0.05,0.04,,,0.01,2015.0,29th Dec 18,http://www.vgchartz.com/game/79575/nobunagas-ambition-sphere-of-influence/?region=All,1,,/games/boxart/full_6610402AmericaFrontccc.jpg,0.05, 
15035,Mobile Suit Gundam Unicorn,mobile-suit-gundam-unicorn,Action,,PS3,Namco Bandai Games,From Software,,,,0.0,0.05,,,0.05,,2012.0,19th Jan 19,http://www.vgchartz.com/game/70509/mobile-suit-gundam-unicorn/?region=All,1,,/games/boxart/full_3654906JapanFrontccc.jpg,0.05, 
15036,Shifters,shifters,Adventure,T,PS2,3DO,3DO,,,,0.0,0.05,0.03,0.02,,0.01,2002.0,,http://www.vgchartz.com/game/2033/shifters/?region=All,1,,/games/boxart/6640072ccc.jpg,0.05, 
